idmesa,codimesa,mesatancada,comarca,vnuls,vblancs,verc,vjxc,vcup,vpsc,vcs,vppc,vcom,vpacma,vdialeg,vpumjust,vrecortes,vfamilia,vdn,vpfiv,vconver,vunidos,vcilus,cens,acta,hihavots,hihaacta,origen,datetime,user,mesavalidada,mesacorrecte
118,1715202002A,1,ALT EMPORDA,3,2,116,117,9,69,111,18,26,,,1,1,,,,,,,664,0118-c2d4c06b-7466-42fa-bf80-f40a5b97e86f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
119,1715202002B,1,ALT EMPORDA,2,5,90,113,16,60,160,15,26,,,,1,,,,,,,639,0119-f8eed2d4-a123-4510-ad77-1a17f6b6198d.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
120,1715202003U,1,ALT EMPORDA,1,2,133,201,11,35,145,17,27,4,,,1,,,,,,,727,0120-50d00d91-753d-4f64-bc77-7235ce6fe6c0.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
121,1715202004U,1,ALT EMPORDA,4,2,116,171,12,49,240,32,25,4,,0,0,,,,,,,776,0121-1516815497-dc434d90514cbeddd877c9e2c7ef2dc7-f6fdf8e43084f901637ef51937cb7ef2.jpg,1,1,CDR,2018-01-24 18:38:17,admin,1,1
122,1715202005A,1,ALT EMPORDA,1,2,67,65,11,42,139,21,12,3,,,,,,,,,,495,0122-4f6acb9e-4b17-461a-8267-cea4b9e2004a.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
123,1715202005B,1,ALT EMPORDA,,1,77,74,12,35,141,9,12,3,,1,1,,,,,,,480,0123-7a48c2a2-822f-4118-af09-e1821c439992.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
124,1715801001U,1,ALT EMPORDA,4,1,84,90,12,12,102,9,12,4,,,,,,,,,,466,0124-32ca8a45-22f6-481d-a703-cbd33a50f689.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
125,1717101001U,1,ALT EMPORDA,0,0,45,53,9,4,16,4,9,1,,0,2,,,,,,,166,0125-b021840f-fb49-4a0b-91f9-16fb4f26918d.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
126,1717501001U,1,ALT EMPORDA,1,2,76,73,24,61,124,39,20,2,,,1,,,,,,,566,0126-1b6137f8-250a-45f1-bd98-97dcb0cb1951.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
127,1717601001U,1,ALT EMPORDA,,,16,41,5,10,24,2,6,,,,,,,,,,,122,0127-8cfee0e0-211f-49a9-8202-fd66f9d9149d.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
128,1717801001A,1,ALT EMPORDA,2,5,117,189,27,22,59,5,13,1,,,,,,,,,,569,0128-a50ef71b-1ab9-4980-ab5b-b1968a197db6.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
129,1717801001B,1,ALT EMPORDA,2,3,107,182,21,26,41,11,7,3,,0,1,,,,,,,477,0129-dcb7ccdf-05c3-4145-9023-4d56bd3ef183.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
130,1718201001U,1,ALT EMPORDA,,1,41,40,2,26,85,16,15,4,,,1,,,,,,,271,0130-2eb824ab-fc36-467e-99ac-80198ce1c96c.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
131,1718701001U,1,ALT EMPORDA,2,0,140,231,44,48,43,10,37,1,,0,0,,,,,,,627,0131-a0eec3a1-4748-4116-9793-40beb675c955.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
132,1718801001U,1,ALT EMPORDA,,3,43,57,19,2,9,1,8,,,,,,,,,,,168,0132-8b2bc06d-20bb-4873-9927-500547c5bba5.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
133,1705201001U,1,ALT EMPORDA,0,0,29,54,10,2,6,2,7,0,,0,0,,,,,,,128,0133-146156ae-cb1b-4e0c-b5f3-f52f438d9ab0.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
134,1719601001U,1,ALT EMPORDA,,,52,80,11,9,29,8,10,1,,,,,,,,,,236,0134-7ff642d5-16b7-4c93-b6a2-b8b165643f27.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
135,1719801001U,1,ALT EMPORDA,3,,89,122,25,20,69,4,13,4,,2,,,,,,,,426,0135-469637dc-6df9-4605-b32d-a410c7de4dc2.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
136,1701401001U,1,ALT EMPORDA,0,0,15,21,3,0,12,0,0,1,,0,0,,,,,,,64,0136-d8a15cf9-825c-4d2e-81c5-0b695b0a4cfa.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
137,1721001001U,1,ALT EMPORDA,3,,110,210,36,25,66,13,8,1,,,,,,,,,,552,0137-6836527e-a2cd-4afb-99b2-e522529d5b8f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
138,1723001001U,1,ALT EMPORDA,1,4,85,136,14,37,100,15,12,3,,,,,,,,,,469,0138-f20e377c-8739-4fe2-92b3-beb3bd809c04.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
139,1721401001U,0,ALT EMPORDA,5,2,174,249,32,25,90,17,18,2,,0,0,,,,,,,706,,1,0,ANC,2017-12-31 10:01:15,,1,1
140,1721701001U,1,ALT EMPORDA,,1,70,140,71,9,20,5,12,,,,,,,,,,,354,0140-1516144313-9eb4a5becfe4b47f8400e27e6e2c06ea-7b87046220642b3e768042aa805cfca0.jpg,1,1,CDR,2018-01-17 00:11:53,altempor01,1,1
141,1722101001A,1,ALT EMPORDA,2,5,84,100,12,39,113,8,15,6,,1,2,,,,,,,484,0141-1515710408-406e091586e49c119bddaed77077834d-e08233fea4c15cef8786a2e358887c6e.jpg,1,1,CDR,2018-01-11 23:40:08,admin,1,1
142,1722101001B,1,ALT EMPORDA,2,2,101,123,18,25,90,11,12,2,,0,1,,,,,,,452,0142-1516182947-7d01998e974f55d2ecb44b11ef20ca72-8e807f735e171e9cc28e0ad58c4902be.jpg,1,1,CDR,2018-01-17 10:55:47,altempor01,1,1
143,1722101002U,1,ALT EMPORDA,2,2,152,145,26,64,218,16,20,4,,1,1,,,,,,,762,0143-2e5884f7-66d7-4303-aad6-df7f6c39da12.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
144,1722101003A,1,ALT EMPORDA,0,4,112,132,19,59,178,23,23,5,,1,1,,,,,,,684,0144-1516182969-928f40d45ffa2cb42f7917d2273c5eea-80f4bfea65da41e8bf8647c9d4466150.jpg,1,1,CDR,2018-01-17 10:56:09,altempor01,1,1
145,1722101003B,1,ALT EMPORDA,0,1,107,137,13,42,168,16,19,7,,0,0,,,,,,,631,0145-1516182988-821884011910055749fa7a0346817955-a7ffd1128a2c26e12ae2db11d1ac7849.jpg,1,1,CDR,2018-01-17 10:56:28,altempor01,1,1
146,1722101004A,1,ALT EMPORDA,1,3,94,137,19,45,126,24,24,1,,,2,,,,,,,568,0146-dea6c25d-322f-44a9-9d5a-7806662314c7.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
147,1722101004B,1,ALT EMPORDA,,5,111,141,18,51,141,29,21,4,,,2,,,,,,,596,0147-772b114a-4c1c-426f-9b71-e6921e5cd059.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
148,1722301001U,1,ALT EMPORDA,6,3,133,228,56,54,137,10,40,1,,0,2,,,,,,,810,0148-85dc6802-4e1f-4645-bed2-004b9c04c23c.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
149,1722501001U,1,ALT EMPORDA,,,62,71,10,5,25,3,1,1,,,,,,,,,,209,0149-566524d9-0f2e-4645-80b4-db3657af693a.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
150,1722601001A,1,ALT EMPORDA,4,1,46,90,10,26,140,16,16,2,,0,3,,,,,,,425,0150-1516985496-72288ce0abe85c33a9ec609e95a79ccf-de8737e028d20e0f50b032c72f9571d6.jpg,1,1,CDR,2018-01-26 17:51:36,altempor01,1,1
151,1722601001B,1,ALT EMPORDA,1,1,54,108,5,27,151,11,9,6,,0,1,,,,,,,461,0151-1516145644-ae76b4f13939e65ef1650798339bd506-93348e44d9f4130dab0b128ef9abea02.jpg,1,1,CDR,2018-01-17 00:34:04,altempor01,1,1
152,1722701001U,1,ALT EMPORDA,,,41,47,13,7,8,,2,,,,,,,,,,,135,0152-fcb4fcd0-4ff3-47c2-b3ea-40662e953135.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
153,1722801001U,1,ALT EMPORDA,0,1,51,115,18,14,27,8,10,1,,,,,,,,,,285,0153-1516144518-cfb51e9c306859f17bea41c0faede01a-8406f31b55b2cde30d6c01b5f1a12145.jpg,1,1,CDR,2018-01-17 00:15:18,altempor01,1,1
154,1722201001U,1,ALT EMPORDA,2,,18,55,14,1,2,1,2,,,,,,,,,,,100,0154-b3122656-a54a-42a7-a778-f4b7ef1c13e0.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
155,0800801001U,1,ANOIA,0,0,47,71,17,3,12,3,3,2,,0,0,,,,,,,190,0155-395790fd-4cdb-4a45-a873-1c258a469802.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
156,0802101001U,1,ANOIA,3,,13,22,3,4,10,2,2,,,,,,,,,,,68,0156-a44dbd93-4c58-48ee-b360-57938eaa9101.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
157,0802501001A,1,ANOIA,1,4,167,132,60,52,101,18,44,4,,,2,,,,,,,693,0157-b1fe5eb7-aeeb-4706-9290-9a21d20e6c3d.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
158,0802501001B,1,ANOIA,3,6,184,169,65,59,119,22,57,2,,,1,,,,,,,808,0158-1310a5ab-1c2d-4832-9722-09ec9b45d0aa.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
159,0802801001A,1,ANOIA,2,0,91,46,17,100,131,19,39,5,0,0,5,0,0,0,0,0,0,591,0159-1517605744-a7afeac11294a95640f90198517479e7-4be7140c5d812df010014f56f292362c.jpg,1,1,CDR,2018-02-03 17:00:49,acta2vots,1,1
160,0802801001B,1,ANOIA,1,3,88,65,16,36,99,8,18,5,,,2,,,,,,,442,0160-bd4c46ae-e8a8-434b-8120-87cf2cdf48c2.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
161,0803101001U,0,ANOIA,,,,,,,,,,,,,,,,,,,,478,,0,0,ANC,2017-12-31 10:01:15,,0,0
162,0803101002A,1,ANOIA,1,4,142,221,21,39,66,22,17,2,,,1,,,,,,,639,0162-018dd0fe-851c-4af5-8071-53b67293f1f1.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
163,0803101002B,1,ANOIA,1,2,105,182,15,48,80,20,29,3,,0,1,,,,,,,563,0163-b289f864-4e15-4417-8a4e-ff1da1943b12.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
164,0803101002C,1,ANOIA,3,2,147,255,23,37,79,27,19,1,,,1,,,,,,,682,0164-941fe4dc-0d56-410a-adf3-4ed5ef2c596f.jpg,1,1,CDR,2018-01-03 22:01:58,anoiaxyz01,1,1
165,0803601001U,1,ANOIA,,1,24,96,5,6,6,,3,,,,,,,,,,,166,0165-d91eb61e-65c1-4ba7-a228-0711e033fed6.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
166,0804401001A,1,ANOIA,,6,165,146,53,89,162,28,36,7,,,4,,,,,,,852,0166-104299cc-6a5e-4960-9c01-40f64f67b61c.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
167,0804401001B,1,ANOIA,1,3,169,164,49,105,215,31,41,10,,,3,,,,,,,962,0167-f85ee8ac-fada-400a-8047-0a1b5213bb7c.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
168,0804402001A,1,ANOIA,1,3,104,88,41,59,91,5,20,,,,1,,,,,,,474,0168-7b06976e-34aa-46a4-a221-2380c29f26cc.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
169,0804402001B,1,ANOIA,1,2,126,117,39,69,109,10,15,1,,,,,,,,,,569,0169-ca0618d9-a36e-447e-bb0f-700cf34709ea.jpg,1,1,ANC,2017-12-31 10:01:15,,1,0
170,0804402002A,1,ANOIA,2,2,138,111,54,45,85,17,18,5,,,,,,,,,,565,0170-402e0268-1960-4e6a-b8ea-1545c6231f16.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
171,0804402002B,1,ANOIA,3,2,170,144,74,68,87,11,24,3,,,1,,,,,,,705,0171-5c0d8b30-ab98-43aa-a483-4d7c165abef0.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
172,0804801001U,1,ANOIA,3,1,147,207,26,37,52,8,7,4,,,2,,,,,,,574,0172-da929c27-9763-4379-b78b-4cbf906f9423.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
173,0806001001U,1,ANOIA,,,25,67,5,8,15,5,5,,,,,,,,,,,143,0173-dcaf32dd-9051-4af5-923d-740a2acdc0ce.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
174,0806301001U,1,ANOIA,1,3,128,207,21,19,19,4,17,4,,,,,,,,,,462,0174-812845fa-bb67-4aaa-8286-ad39a3fe2446.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
175,0807101001U,1,ANOIA,2,1,75,68,23,17,18,3,5,2,,,,,,,,,,248,0175-f3082d7a-deca-4268-9a8d-c5a9bfe27392.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
176,0816201001A,1,ANOIA,1,5,198,170,44,53,102,13,38,6,,,4,,,,,,,742,0176-64b19993-2499-4eae-be03-6e5d27b4d441.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
177,0816201001B,1,ANOIA,2,8,191,161,44,77,115,16,38,4,,,1,,,,,,,775,0177-325d2111-0911-43fe-a604-1dc084249206.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
178,0816201001C,1,ANOIA,,1,89,56,18,60,154,35,30,6,,,,,,,,,,558,0178-efe6f7b2-8a9a-4a37-8b7b-6c7a4a37ba7b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
179,0810201001A,1,ANOIA,2,2,102,122,19,45,51,12,28,10,,,1,,,,,,,537,0179-b1a32b1e-3e47-49d1-8892-4ffc9e9d9de7.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
180,0810201001B,1,ANOIA,,1,146,180,38,27,74,10,24,3,,,1,,,,,,,699,0180-2dcbd8a4-9029-42bb-b73b-f8daf7e0ae65.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
181,0810202001U,1,ANOIA,4,,129,178,21,44,74,15,19,1,,,2,,,,,,,573,0181-15c5b9a0-86a8-4d1f-8091-546e418e16e0.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
182,0810202002U,1,ANOIA,0,2,190,272,42,49,102,27,28,5,,,2,,,,,,,887,0182-e5362e6f-b049-4af0-ad33-cc0575c0cf74.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
183,0810202003A,1,ANOIA,1,1,114,221,26,35,60,13,15,4,,,1,,,,,,,609,0183-bfecf8d5-f458-43e0-bf9f-9682821b2559.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
184,0810202003B,1,ANOIA,,4,138,202,33,32,53,15,17,1,,,3,,,,,,,621,0184-476d51ad-f71c-4528-a1be-621198a4c9db.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
185,0810203001U,1,ANOIA,3,6,166,237,34,72,119,14,36,7,,,,,,,,,,898,0185-ed57ed25-e5b1-4df7-a00f-40f07275ff41.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
186,0810203002A,1,ANOIA,2,3,115,204,22,53,109,17,27,7,,,2,,,,,,,672,0186-87a6a92d-f9dd-4672-86a1-87a21af0d9a7.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
187,0810203002B,1,ANOIA,3,4,162,244,41,43,97,15,24,3,,,3,,,,,,,762,0187-df1e5c51-f760-40f6-9068-3001d958e8b5.jpg,1,1,CDR,2018-01-03 22:03:35,anoiaxyz01,1,1
188,0810203003A,1,ANOIA,1,4,76,141,20,32,60,19,12,1,,,1,,,,,,,450,0188-19602969-8e68-432e-919f-4deaff647d57.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
189,0810203003B,1,ANOIA,1,2,113,174,15,34,69,20,16,2,,,3,,,,,,,534,0189-f787cbb2-bc2d-440d-ab09-e421e4f02bfc.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
190,0810203004A,1,ANOIA,2,3,143,215,19,55,108,14,34,3,,0,1,,,,,,,719,0190-cefa5441-44cc-4ae7-a543-4f169a9bd9e0.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
191,0810203004B,1,ANOIA,4,3,198,240,34,62,114,19,32,3,,,1,,,,,,,846,0191-ed75eb29-5dda-4d9a-885c-95774631f102.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
192,0810203005A,1,ANOIA,2,0,18,17,4,88,133,14,17,2,,,2,,,,,,,354,0192-52e78dc4-dde0-4372-81ae-b220281533f1.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
193,0810203005B,1,ANOIA,,2,35,21,13,72,161,18,23,2,,,1,,,,,,,413,0193-5592d719-6d02-4445-9e1c-db2e37362d55.jpg,1,1,CDR,2018-01-03 22:06:59,anoiaxyz01,1,1
194,0810203006A,0,ANOIA,2,3,141,176,30,50,112,10,31,6,,,,,,,,,,630,,1,0,ANC,2017-12-31 10:01:15,,1,1
195,0810203006B,0,ANOIA,,,,,,,,,,,,,,,,,,,,780,,0,0,ANC,2017-12-31 10:01:15,,0,0
196,0810203007A,1,ANOIA,3,3,161,241,38,64,146,18,41,3,,,1,,,,,,,817,0196-1437bfaf-c752-43a2-bf0c-7ab3a6e99ce1.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
197,0810203007B,1,ANOIA,11,2,212,309,25,63,137,24,28,5,,,3,,,,,,,914,0197-1516815497-590276f6c334d4a99227d46448d79015-6e4c357610236031f9d06948f75000bf.jpg,1,1,CDR,2018-01-24 18:38:17,admin,1,1
198,0810203008A,1,ANOIA,2,3,108,90,21,51,118,13,25,1,,,1,,,,,,,500,0198-d453688c-d14a-4756-a139-617b7658c6e1.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
199,0810203008B,1,ANOIA,1,3,121,137,11,53,123,27,18,1,,,,,,,,,,575,0199-e9a5b8fb-4110-4651-a8cc-640ae1362786.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
200,0810203009A,1,ANOIA,1,3,114,215,16,49,110,13,26,1,,,,,,,,,,624,0200-bf6746aa-57f3-4df0-a4ef-5609769bb15c.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
201,0810203009B,0,ANOIA,,,,,,,,,,,,,,,,,,,,713,,0,0,ANC,2017-12-31 10:01:15,,0,0
202,0810203010A,1,ANOIA,0,7,115,126,14,50,102,9,32,5,,,3,,,,,,,525,0202-f4a8d37c-80dc-440a-a508-37338eace1de.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
203,0810203010B,1,ANOIA,1,,135,162,19,58,137,16,42,2,,,1,,,,,,,629,0203-299798ed-3453-4a6b-a720-2a7b6d658e58.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
204,0810204001U,1,ANOIA,1,3,132,204,33,41,86,11,37,5,,,,,,,,,,715,0204-27a66956-5a5c-48c0-89b1-0d8b45ca6fc6.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
205,0810204002U,1,ANOIA,1,2,144,220,40,29,81,25,37,2,,,2,,,,,,,721,0205-26b605a1-d699-4e6a-acb3-05498693647b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
206,0810204003U,1,ANOIA,1,2,137,254,19,70,109,22,26,4,,,4,,,,,,,787,0206-a921da14-13a8-412d-818e-9acc00494853.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
207,0810204004A,1,ANOIA,3,,99,124,20,23,62,9,12,3,,,,,,,,,,433,0207-0f5f7cf8-2bc3-4479-bcfd-7070e786d8a7.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
208,0810204004B,1,ANOIA,,1,120,141,20,29,42,10,20,7,,,1,,,,,,,461,0208-9a0c501d-d2f0-44b4-8a2f-ecd86d1acbf6.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
209,0810204005A,1,ANOIA,,3,99,187,12,46,78,17,23,2,,,1,,,,,,,568,0209-c19053dd-de0e-43c8-841e-d8f67782ba0f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
210,0810204005B,1,ANOIA,2,2,146,218,31,38,112,12,30,3,,,,,,,,,,685,0210-1516815497-4fa4131b80ef6d8cc0b6aaf4495d8276-d0177f48709187095400c929170906ed.jpg,1,1,CDR,2018-01-25 20:17:38,acta2vots,1,1
211,0810205001A,0,ANOIA,1,1,92,143,13,43,97,12,24,6,,,,,,,,,,534,,1,0,ANC,2017-12-31 10:01:15,,1,1
212,0810205001B,1,ANOIA,2,,114,137,30,35,96,15,19,2,,,1,,,,,,,554,0212-b327f294-bd2c-4a81-aef9-1d41edaba281.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
213,0810205002A,1,ANOIA,2,6,116,115,22,64,67,23,14,3,,,1,,,,,,,540,0213-73a7866f-8e98-459e-9d6e-7bb279758a6e.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
214,0810205002B,1,ANOIA,,3,131,161,30,64,119,23,27,6,,,2,,,,,,,694,0214-f5481c1e-c71e-46cc-b247-f4e9f9f0a085.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
215,0810205003A,1,ANOIA,1,4,126,190,23,39,101,17,16,,,,,,,,,,,643,0215-41162dd7-9369-4268-85a0-62cc1f0d5a8a.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
216,0810205003B,1,ANOIA,2,2,183,248,46,47,120,23,26,4,,,1,,,,,,,861,0216-8f29972d-0784-4eca-9139-7f51f2bf6d21.jpg,1,1,ANC,2017-12-31 10:01:15,,1,0
217,0810205004A,1,ANOIA,3,2,108,141,21,51,102,26,23,2,,,1,,,,,,,549,0217-d9261092-19d1-48b8-a361-d43ac26e0bda.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
218,0810205004B,1,ANOIA,1,1,105,181,16,55,86,17,23,5,,,1,,,,,,,585,0218-c57dd731-44f5-42a5-aa4a-7a1374032a3b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
219,0810205005U,1,ANOIA,1,2,84,68,19,59,85,24,17,2,,,5,,,,,,,505,0219-526bb4dc-aed0-4377-ba1f-6e9f5173823f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
220,0810205006A,1,ANOIA,,1,29,23,3,53,77,19,17,1,,,1,,,,,,,308,0220-7cbaa016-9e4b-497c-b22b-f03480efeda8.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
221,0810205006B,1,ANOIA,2,1,24,19,4,60,58,14,13,1,,,1,,,,,,,287,0221-4e49fc60-0c78-4889-8dcb-1db2a39b2410.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
222,0810205007A,1,ANOIA,6,5,158,183,22,88,140,20,63,9,,,2,,,,,,,847,0222-1515176599-35b0770afe84dceb2ac4f528970fbbcc-e8732f50d9b1d21f9915079615d2a733.jpg,1,1,CDR,2018-01-06 11:07:38,acta2vots,1,1
223,0810205007B,0,ANOIA,,,,,,,,,,,,,,,,,,,,1016,,0,0,ANC,2017-12-31 10:01:15,,0,0
224,0810301001U,1,ANOIA,2,2,176,162,32,42,63,21,25,3,,,,,,,,,,632,0224-b12a6641-bd68-433c-8bdf-b2b3f8f249a8.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
225,0810401001U,1,ANOIA,2,3,171,255,48,15,44,12,13,3,,,,,,,,,,667,0225-1516815498-478adb24000c2f8d3190661200c65e1d-88c18e91ddaadf248f2c64ecfd3ed543.jpg,1,1,CDR,2018-01-24 18:38:18,admin,1,1
226,0811901001A,1,ANOIA,3,2,97,91,9,47,118,12,29,7,,,1,,,,,,,479,0226-7c45d7d2-1810-403e-818f-5b899c9226a6.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
227,0811901001B,1,ANOIA,2,2,120,109,31,90,106,16,71,15,,,2,,,,,,,730,0227-fdaa43bd-c4db-4e0b-bfc8-9f1cf7426693.jpg,1,1,ANC,2017-12-31 10:01:15,,1,0
228,0811901001C,1,ANOIA,4,4,130,93,18,91,226,23,57,15,,,1,,,,,,,761,0228-b593deaf-71f3-4366-8dfa-75e542b260a1.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
229,0811901001D,1,ANOIA,2,,117,88,13,102,160,19,49,7,,,1,,,,,,,667,0229-272e64d0-36d0-4c2b-af96-5a9d409f3165.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
230,0811901001E,1,ANOIA,4,7,114,86,19,58,152,8,43,11,,,1,,,,,,,579,0230-8820b0d5-694d-4a84-8917-420ae0a661c9.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
231,0811901001F,1,ANOIA,3,4,119,93,8,53,138,10,44,7,,0,1,,,,,,,558,0231-1b75baec-afd5-45a4-b55f-8e34fc1198e7.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
232,0811901002A,1,ANOIA,2,,71,49,6,16,35,5,18,4,,,1,,,,,,,234,0232-1a1e3ab3-895a-487b-8768-6c46e1105cff.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
233,0811901002B,1,ANOIA,4,3,120,64,20,78,163,27,68,9,,,4,,,,,,,699,0233-ad9ece44-d753-42ca-b44a-5faa7f5adb04.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
234,0811901002C,0,ANOIA,6,4,126,65,23,114,227,22,55,15,,,3,,,,,,,837,,1,0,ANC,2017-12-31 10:01:15,,1,1
235,0811901002D,1,ANOIA,6,3,130,72,16,97,234,27,57,6,,,4,,,,,,,825,0235-1516815498-d5a21f4840bd4946e923b9583ff3a898-91b650fc862ee3ef7b8e62a19f457745.jpg,1,1,CDR,2018-01-24 18:38:18,admin,1,0
236,0813301001U,1,ANOIA,2,1,9,54,4,4,13,5,3,,,,,,,,,,,126,0236-4c71ff8b-c9d9-48fb-96a9-dde4bea3d461.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
237,0814301001A,1,ANOIA,1,4,71,97,13,22,26,4,14,1,,,,,,,,,,272,0237-9a42d7fb-1941-4604-a882-518373e1c261.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
238,0814301001B,1,ANOIA,1,3,94,105,16,42,81,13,29,3,,,1,,,,,,,450,0238-247e188f-ed87-4b7f-b0ef-db2d74519a9c.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
239,0814301001C,1,ANOIA,1,5,80,108,10,72,79,12,16,2,,,1,,,,,,,470,0239-510c015e-59a8-44a1-ad1a-ee34f26a98e0.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
240,0814301001D,1,ANOIA,2,2,88,127,18,54,88,15,29,1,,,1,,,,,,,498,0240-6600f501-659d-4b53-a030-65d1db281139.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
241,0814301002A,1,ANOIA,5,,74,68,12,75,112,15,15,5,,,,,,,,,,470,0241-cb149eec-d7a1-446a-b681-aeff9c7f7950.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
242,0814301002B,1,ANOIA,2,1,81,79,18,81,126,15,21,9,,,1,,,,,,,539,0242-1ba8dcda-21fb-4e53-a77e-b6ed8c64498f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
243,0815201001U,1,ANOIA,,,37,44,4,4,3,,2,,,,,,,,,,,113,0243-53f8e16f-de5a-47c0-bf36-6bd3ff66a28f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
