idmesa,codimesa,mesatancada,comarca,vnuls,vblancs,verc,vjxc,vcup,vpsc,vcs,vppc,vcom,vpacma,vdialeg,vpumjust,vrecortes,vfamilia,vdn,vpfiv,vconver,vunidos,vcilus,cens,acta,hihavots,hihaacta,origen,datetime,user,mesavalidada,mesacorrecte
7394,0820504003A,1,VALLÈS OCCIDENTAL,1,1,133,108,56,49,81,13,81,5,,,,,,,,,,615,7394-eda02fa7-48d1-4b2c-b89c-5efc0b89f8d8.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7395,0820504003B,1,VALLÈS OCCIDENTAL,2,2,158,108,78,31,79,11,73,4,,,,,,,,,,623,7395-d206a5df-f86a-4ed3-82b5-7e118426a8c8.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7396,0820505001A,1,VALLÈS OCCIDENTAL,1,4,103,176,12,51,137,25,18,3,0,0,0,0,0,0,0,0,0,583,7396-1516609192-289a5cfd37007f7a4fa31f30ba8e0aa1-a2320ba3cbebb9d117514fbaf02ad371.jpg,1,1,CDR,2018-01-22 17:01:37,acta2vots,1,1
7397,0820505001B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,722,,0,0,ANC,2017-12-31 10:01:15,,0,0
7398,0820505002U,1,VALLÈS OCCIDENTAL,2,6,165,205,27,84,265,16,50,9,,,3,,,,,,,952,7398-0999ffd0-2711-47bb-b4bd-c3e54da55d06.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7399,0820505003A,1,VALLÈS OCCIDENTAL,4,6,130,183,25,68,133,15,26,7,,,1,,,,,,,665,7399-1516705237-403a0f836500553875cddadaec053b6b-51990cc2e862cfc0a685ca5a46c47105.jpg,1,1,CDR,2018-01-23 12:00:37,vallesoc07,1,1
7400,0820505003B,1,VALLÈS OCCIDENTAL,1,3,155,231,47,62,148,19,38,5,,,2,,,,,,,799,7400-bee13c3f-778c-475d-be19-755150a085ed.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7401,0820505004A,1,VALLÈS OCCIDENTAL,2,0,124,179,24,84,156,28,37,2,0,0,1,0,0,0,0,0,0,710,7401-1516705288-07e405c0727a97cbc3f440411b3f53a5-19991d9f4106586b44fd7e912b462e0b.jpg,1,1,CDR,2018-01-23 17:31:51,vallesoc01,1,1
7402,0820505004B,1,VALLÈS OCCIDENTAL,1,4,139,219,32,73,228,18,36,3,0,0,0,0,0,0,0,0,0,819,7402-1516705095-3fcf89679c70179da163656d451315f1-95bb9e5a70c3c164318f22c5bc5c2fc7.jpg,1,1,CDR,2018-01-23 17:33:00,vallesoc01,1,1
7403,0820505005A,1,VALLÈS OCCIDENTAL,,2,95,102,22,54,98,16,20,2,,,1,,,,,,,464,7403-47e51a46-e386-477c-b45d-d5b870248047.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7404,0820505005B,1,VALLÈS OCCIDENTAL,1,2,108,114,23,59,115,27,40,1,0,,,,,,,,,553,7404-d942d9fb-ae76-410b-b17a-b457899f1cea.jpg,1,1,CDR,2018-01-04 14:34:47,vallesoc01,1,1
7405,0820505006A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,575,,0,0,ANC,2017-12-31 10:01:15,,0,0
7406,0820505006B,1,VALLÈS OCCIDENTAL,,3,98,138,15,46,136,16,37,3,0,0,1,0,0,0,0,0,0,575,7406-1515771213-2990c3d6e5b08458f60660ac81352556-9c193cb030f574f323230e41236d6e28.jpg,1,1,CDR,2018-01-13 17:14:46,vallesoc01,1,1
7407,0820505007A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,769,,0,0,ANC,2017-12-31 10:01:15,,0,0
7408,0820505007B,1,VALLÈS OCCIDENTAL,2,6,186,204,32,61,177,7,40,5,,,,,,,,,,804,7408-1516705608-49b920645ad8bb05fa9b7454d2b40070-238c2cbece020b9013bcf9f716663eec.jpg,1,1,CDR,2018-01-24 13:04:52,acta2vots,1,1
7409,0820505008U,1,VALLÈS OCCIDENTAL,2,4,200,212,36,78,174,21,59,9,,,1,,,,,,,912,7409-e0f702cd-ab94-4f0c-b85e-da3868c256d8.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7410,0820506001U,0,VALLÈS OCCIDENTAL,6,3,127,109,59,101,195,19,80,15,,,2,,,,,,,930,,1,0,ANC,2017-12-31 10:01:15,,1,1
7411,0822301001A,1,VALLÈS OCCIDENTAL,4,4,166,179,40,27,74,10,16,3,,,0,,,,,,,634,7411-1515276622-17a40dfc84cb8249c28abd7c906f578f-36a819ddef894ad2cab4503e63d8cff2.jpg,1,1,CDR,2018-01-07 10:44:26,acta2vots,1,1
7412,0822301001B,1,VALLÈS OCCIDENTAL,0,1,118,124,36,37,90,12,25,3,,,1,,,,,,,546,7412-1515274939-16c1b982c3f93c285b215812bf4fd2a5-7b9336b9c3a185cf186487a0f86c234a.jpg,1,1,CDR,2018-01-07 10:47:10,acta2vots,1,1
7413,0822301001C,1,VALLÈS OCCIDENTAL,5,2,169,175,43,40,81,8,23,3,,,0,,,,,,,672,7413-1515275005-47fc329f4e2b9809893fbc666cf98110-efb52f48191e913e371e43e302e82b16.jpg,1,1,CDR,2018-01-07 10:49:14,acta2vots,1,1
7414,0823801001A,1,VALLÈS OCCIDENTAL,1,3,155,154,29,44,70,12,28,,,,2,,,,,,,559,7414-37ff3ee6-0530-448f-b449-102378405fe9.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7415,0823801001B,1,VALLÈS OCCIDENTAL,,1,182,187,30,50,63,12,47,,,,1,,,,,,,629,7415-c0679c61-5329-42a6-b360-6e5a32c92b94.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7416,0823801002A,1,VALLÈS OCCIDENTAL,,1,86,179,19,40,104,11,15,3,,,,,,,,,,493,7416-24331879-91c7-4ae9-932c-d43b0b8f2505.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7417,0823801002B,1,VALLÈS OCCIDENTAL,,2,85,194,15,34,72,18,18,2,,,,,,,,,,488,7417-8d08d04d-9d90-4e48-85ca-cd1106b1e1eb.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7418,0823801003A,1,VALLÈS OCCIDENTAL,,,56,63,16,40,104,14,33,3,,,2,,,,,,,398,7418-df32b9db-893c-4d1c-93c7-eb01f888f9cd.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7419,0823801003B,1,VALLÈS OCCIDENTAL,1,1,34,28,7,58,96,6,25,3,,,1,,,,,,,331,7419-7e2025c3-50b8-4107-aae8-6edfe84afea7.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7420,0823801003C,1,VALLÈS OCCIDENTAL,2,5,89,42,10,85,180,20,31,8,0,,1,,,,,,,563,7420-3a79f02f-de39-4aa2-a814-f5a32a59cf87.jpg,1,1,CDR,2018-01-04 14:35:28,vallesoc01,1,1
7421,0823801003D,1,VALLÈS OCCIDENTAL,1,1,61,34,7,38,83,5,24,3,0,,1,,,,,,,321,7421-d0034cd5-2633-45ce-b022-661762296b80.jpg,1,1,CDR,2018-01-04 14:36:34,vallesoc01,1,1
7422,0823801004A,1,VALLÈS OCCIDENTAL,,2,124,124,12,55,84,1,37,1,,,1,,,,,,,485,7422-56d6b240-05bf-427b-82d8-022638b5bb2c.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7423,0823801004B,1,VALLÈS OCCIDENTAL,1,3,130,90,16,46,100,4,24,4,,,,,,,,,,462,7423-7f902398-8d97-4d1f-b48f-d33c455a1347.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7424,0823801004C,1,VALLÈS OCCIDENTAL,1,1,160,111,16,39,60,6,26,2,,,,,,,,,,450,7424-2418252c-a502-48df-9bb1-886c8feb7cb0.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7425,0823801005A,1,VALLÈS OCCIDENTAL,3,2,126,105,16,49,87,10,38,1,,,,,,,,,,505,7425-b8527025-1867-46bd-9248-337de71c9689.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7426,0823801005B,1,VALLÈS OCCIDENTAL,,3,117,104,16,49,138,10,39,5,,,2,,,,,,,550,7426-6a6043a3-25c8-41f7-b463-e25ea4727395.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7427,0823801005C,1,VALLÈS OCCIDENTAL,2,5,113,94,11,57,107,17,40,4,,,,,,,,,,515,7427-f31acd96-dbee-4633-8c64-ebd295383500.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7428,0823801006A,1,VALLÈS OCCIDENTAL,1,,110,87,7,38,82,8,25,6,,,,,,,,,,401,7428-1515143707-6be381c14bb79e485733b938d2b7a724-6eb35249d0744d050d1f8494b354d8b4.jpg,1,1,CDR,2018-01-05 10:15:07,vallesoc01,1,1
7429,0823801006B,1,VALLÈS OCCIDENTAL,,1,120,82,11,52,117,8,35,5,,,,,,,,,,470,7429-1515143789-32b0ac156954ca28b7546a1ff3e3d841-7fd1a93529ed520a78f995ecedaaa689.jpg,1,1,CDR,2018-01-05 10:16:29,vallesoc01,1,1
7430,0823801006C,1,VALLÈS OCCIDENTAL,1,2,107,81,14,32,100,3,18,5,0,0,1,0,0,0,0,0,0,390,7430-1515143843-0d91538c7a83f4a436bfd587fb9516d5-ff082f25d2f853128ad98047614c8f77.jpg,1,1,CDR,2018-01-05 14:12:56,acta2vots,1,1
7431,0823801007A,1,VALLÈS OCCIDENTAL,,1,115,123,18,52,69,10,29,1,,,,,,,,,,459,7431-b47b0a35-e27a-41de-8b07-724caf7ca147.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7432,0823801007B,1,VALLÈS OCCIDENTAL,,3,76,117,18,36,75,11,23,3,,,,,,,,,,396,7432-fdf6b020-36e5-498f-b0b2-86bcca2d29ca.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7433,0823801007C,1,VALLÈS OCCIDENTAL,1,1,88,121,21,42,73,10,24,1,,,1,,,,,,,416,7433-02747991-1ba2-4b19-85b0-2059a14cb6a5.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7434,0823801008A,1,VALLÈS OCCIDENTAL,0,1,197,210,23,63,147,28,27,6,0,0,0,0,0,0,0,0,0,748,7434-1515143486-6dc49d9628677cce4aef79398d210a2f-d1675764f8c0be256fd88ae2e89a015f.jpg,1,1,CDR,2018-01-05 14:14:48,acta2vots,1,1
7435,0823801008B,1,VALLÈS OCCIDENTAL,3,2,187,253,27,67,200,20,32,1,0,0,0,0,0,0,0,0,0,871,7435-1515143565-3d290ccb9881e44fb41091d2edf47df9-006477c83eb3cac2da08f933f759ba01.jpg,1,1,CDR,2018-01-05 14:15:32,acta2vots,1,1
7436,0823801009A,1,VALLÈS OCCIDENTAL,,,77,74,9,44,91,8,11,4,,,1,,,,,,,374,7436-1515143987-0085dd1cd55a5886ae53d61dfdd0b4fe-8c0dfb7bbac73197ab442168be8fa428.jpg,1,1,CDR,2018-01-05 10:19:47,vallesoc01,1,1
7437,0823801009B,1,VALLÈS OCCIDENTAL,1,2,82,71,10,49,91,19,17,4,,,,,,,,,,430,7437-1515144246-c548b2f4b06e5e9cbee1ba3aea42ac02-2dadbc6238814cfae479bddf76d18399.jpg,1,1,CDR,2018-01-05 10:24:06,vallesoc01,1,1
7438,0823801010A,1,VALLÈS OCCIDENTAL,1,4,96,135,23,37,69,13,32,4,,,1,,,,,,,497,7438-fee29c1b-4c79-4501-894a-171f563ea3fb.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7439,0823801010B,1,VALLÈS OCCIDENTAL,,1,124,114,30,38,85,3,30,3,,,,,,,,,,515,7439-7fdc200e-5544-4b05-af21-925d1d8b3279.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7440,0823801011A,1,VALLÈS OCCIDENTAL,0,4,109,91,23,71,96,8,35,5,0,0,1,0,0,0,0,0,0,505,7440-1515143897-a2c843266732a56a766882c47c0540ac-175d3e51eaabcf2c1c6c09d64ed4d82a.jpg,1,1,CDR,2018-01-05 14:16:21,acta2vots,1,1
7441,0823801011B,1,VALLÈS OCCIDENTAL,2,3,132,121,18,68,104,13,40,1,0,0,0,0,0,0,0,0,0,585,7441-1515682484-c900308326eb594ca386a1dca960f773-9b69e3c2081af638873292145ab2b0e8.jpg,1,1,CDR,2018-01-13 17:17:05,vallesoc01,1,1
7442,0823801012A,1,VALLÈS OCCIDENTAL,,2,73,100,13,37,94,7,24,1,,,,,,,,,,393,7442-b66adca9-f9fc-440d-beb6-776c05c3a9e9.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7443,0823801012B,1,VALLÈS OCCIDENTAL,,1,118,104,13,44,94,1,28,2,,,2,,,,,,,465,7443-a8cfae37-1f1d-4a16-8197-eeb3a9d03d7e.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7444,0826001001A,1,VALLÈS OCCIDENTAL,2,0,87,34,13,96,180,17,42,8,,0,2,0,0,0,0,0,0,570,7444-1517868327-50ced9c713c6b296934fa23ee5dbe933-faca6c9386f04a98331e4e3e1f2d3447.jpg,1,1,CDR,2018-02-06 12:09:01,acta2vots,1,1
7445,0826001001B,1,VALLÈS OCCIDENTAL,1,4,79,39,13,85,202,27,44,8,,0,1,0,0,0,0,0,0,622,7445-1517868327-b11cbeee38e8815c91d1aeacf24da2ce-74ef9bf639a651f4d0818883c397dfd4.jpg,1,1,CDR,2018-02-06 12:10:30,acta2vots,1,1
7446,0826001002A,1,VALLÈS OCCIDENTAL,,2,121,101,24,66,157,19,59,6,,,1,,,,,,,684,7446-9f76ac45-2dde-47e2-9bb6-a91caa4956aa.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7447,0826001002B,1,VALLÈS OCCIDENTAL,5,5,123,72,16,115,171,17,66,6,,,1,,,,,,,735,7447-304788c8-d637-4a9d-b1ca-bcaca85fe98b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7448,0826001002C,1,VALLÈS OCCIDENTAL,0,2,123,82,22,83,152,17,44,6,,,0,,,,,,,659,7448-1517554130-f9ddfc9c11615662f2b1e6c58d574cf2-645a254b9d4942fa9f6e39e63253e169.jpg,1,1,CDR,2018-02-02 10:05:59,vallesoc01,1,1
7449,0826001003A,1,VALLÈS OCCIDENTAL,1,3,118,73,27,53,110,9,31,9,,,0,,,,,,,496,7449-a0974450-f59e-4696-980b-13eeb7734da3.jpg,1,1,CDR,2018-01-04 14:38:36,vallesoc01,1,1
7450,0826001003B,1,VALLÈS OCCIDENTAL,2,0,113,98,27,70,168,15,46,8,,,2,,,,,,,633,7450-6de7f28f-90e0-4746-aced-94c70a1638a2.jpg,1,1,CDR,2018-01-04 14:39:25,vallesoc01,1,1
7451,0826001003C,1,VALLÈS OCCIDENTAL,,1,111,80,24,52,111,9,37,5,,,1,,,,,,,507,7451-8d8b8a72-cf09-44cb-8281-4143384f517d.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7452,0826001004A,1,VALLÈS OCCIDENTAL,5,3,59,31,10,68,179,22,47,5,,,3,,,,,,,639,7452-dc38cefa-fc38-4a66-842f-91441d034446.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7453,0826001004B,1,VALLÈS OCCIDENTAL,3,1,43,21,10,71,189,13,37,6,,,1,,,,,,,566,7453-0b13705a-f821-4621-b39c-008a756c3169.jpg,1,1,CDR,2018-01-04 14:42:01,vallesoc01,1,1
7454,0826001005A,1,VALLÈS OCCIDENTAL,4,2,54,44,12,62,138,19,44,5,,,,,,,,,,493,7454-bf266bbd-2552-4deb-a8a7-e22b9ca15902.jpg,1,1,CDR,2018-01-04 14:43:02,vallesoc01,1,1
7455,0826001005B,1,VALLÈS OCCIDENTAL,4,2,56,32,9,63,140,25,53,5,,,,,,,,,,493,7455-07c622f6-3208-46e9-bd00-3dee6770b20e.jpg,1,1,CDR,2018-01-04 14:44:10,vallesoc01,1,1
7456,0826001006U,1,VALLÈS OCCIDENTAL,1,3,107,62,12,127,195,32,62,2,,,,,,,,,,737,7456-54d298c8-ef41-45bd-801f-c22034d39277.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7457,0826001007A,0,VALLÈS OCCIDENTAL,,,47,31,7,61,171,12,37,3,,,,,,,,,,464,,1,0,ANC,2017-12-31 10:01:15,,1,1
7458,0826001007B,1,VALLÈS OCCIDENTAL,1,1,68,42,9,88,176,23,34,10,,,1,,,,,,,556,7458-1517868327-abb09a40c1e4971e283b4da07a2f7441-2d959dd6d5e60e238ee3819cf28746d8.jpg,1,1,CDR,2018-02-05 23:05:27,admin,1,1
7459,0826001008A,1,VALLÈS OCCIDENTAL,2,2,58,55,13,48,141,12,29,,,,,,,,,,,423,7459-1517868327-773a35964edfb290dca2c32668682b3a-432bb118da8a2ff82bbbb991e151531b.jpg,1,1,CDR,2018-02-05 23:05:27,admin,1,1
7460,0826001008B,1,VALLÈS OCCIDENTAL,,4,58,42,11,37,125,22,42,2,,,2,,,,,,,456,7460-30bb812f-a5c7-44a5-b8e2-151f386d7643.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7461,0826001008C,1,VALLÈS OCCIDENTAL,2,1,81,50,19,54,170,23,36,3,,,,,,,,,,534,7461-ba11931c-20e3-4414-8589-c857fe1412c4.jpg,1,1,CDR,2018-01-04 14:44:52,vallesoc01,1,1
7462,0826001009A,1,VALLÈS OCCIDENTAL,1,4,94,65,26,74,162,20,63,5,,,,,,,,,,591,7462-9b66d91f-32f8-4c99-91a7-3a0e3c84e4f8.jpg,1,1,CDR,2018-01-04 14:46:03,vallesoc01,1,1
7463,0826001009B,1,VALLÈS OCCIDENTAL,2,0,100,79,17,96,248,28,62,13,,,1,,,,,,,748,7463-1517554130-90d554f894c64bbd7ff68bef0c9dc67a-cf6ee1b5e89e4ca60b090ea8e2d55e47.jpg,1,1,CDR,2018-02-02 10:06:43,vallesoc01,1,1
7464,0826001009C,1,VALLÈS OCCIDENTAL,1,0,103,68,22,97,184,16,54,7,,,1,,,,,,,644,7464-1517554130-f6cec873017e4394750b9fd9b690edcf-52804fcca05ebad4ecb31f12329dc22f.jpg,1,1,CDR,2018-02-02 10:07:23,vallesoc01,1,1
7465,0826001010U,1,VALLÈS OCCIDENTAL,,2,164,163,34,59,142,16,54,6,,,1,,,,,,,745,7465-0ec17e6d-727f-4276-9f2a-bfdde0c8712b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7466,0826001011A,1,VALLÈS OCCIDENTAL,1,3,53,43,8,66,119,14,30,3,,,3,,,,,,,447,7466-493cb5ba-1a90-4478-a729-9b5c87609ef5.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7467,0826001011B,1,VALLÈS OCCIDENTAL,2,1,66,46,14,62,149,21,47,6,,,,,,,,,,523,7467-8c0ce9d6-e23c-4d94-b0e7-050280105afc.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7468,0826001012A,1,VALLÈS OCCIDENTAL,5,2,66,25,8,64,158,16,53,11,,,,,,,,,,472,7468-2fe5df74-076d-49ab-aa30-e73dfe5a57c1.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7469,0826001012B,1,VALLÈS OCCIDENTAL,3,3,79,39,9,115,214,15,58,8,,,,,,,,,,639,7469-3d5ad73c-a01c-427f-b964-3c75f3b9d946.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7470,0826001012C,1,VALLÈS OCCIDENTAL,,4,58,33,9,65,132,10,60,3,,,,,,,,,,437,7470-1517868327-e0b5f607e9ec4c620d042490d128ffb7-a8f9f64853404c36cfec226b65e2bd49.jpg,1,1,CDR,2018-02-05 23:05:27,admin,1,1
7471,0826001013A,1,VALLÈS OCCIDENTAL,,3,117,48,15,93,189,25,79,8,,,3,,,,,,,640,7471-cab23c12-a536-4726-a36c-4aa135b9594b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7472,0826001013B,1,VALLÈS OCCIDENTAL,0,5,132,63,11,110,281,14,86,9,0,,3,,,,,,,813,7472-932ebd97-7ceb-418a-9064-4fe41490b206.jpg,1,1,CDR,2018-01-04 14:47:47,vallesoc01,1,1
7473,0826001013C,1,VALLÈS OCCIDENTAL,1,2,109,59,21,120,195,15,73,6,,0,2,,,,,,,652,7473-a4c65c19-4154-4ac8-813d-cda304d83617.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7474,0826001014U,1,VALLÈS OCCIDENTAL,2,4,114,43,20,136,215,11,107,12,0,,3,,,,,,,753,7474-ff529701-ed95-4c72-9fbf-9dbd625105db.jpg,1,1,CDR,2018-01-04 14:48:50,vallesoc01,1,1
7475,0890401001A,1,VALLÈS OCCIDENTAL,1,1,57,4,12,72,120,17,27,6,,,2,,,,,,,401,7475-e341345f-553d-41b5-91da-6bacefe61a5b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7476,0890401001B,1,VALLÈS OCCIDENTAL,,,56,8,10,126,117,15,44,5,,,1,,,,,,,447,7476-5790f66e-6f22-435f-a0e6-f39b9b7c6356.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7477,0890401002U,1,VALLÈS OCCIDENTAL,1,2,58,21,14,130,191,31,36,6,,,1,,,,,,,661,7477-9f7273cd-61c5-4abf-b115-1b16621c5d9a.jpg,1,1,CDR,2018-01-04 14:49:57,vallesoc01,1,1
7478,0890401003A,1,VALLÈS OCCIDENTAL,1,1,35,14,8,109,144,14,39,6,,,,,,,,,,470,7478-5ff6e3b3-072f-4d04-a2f8-415214ab1daf.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7479,0890401003B,1,VALLÈS OCCIDENTAL,0,2,36,18,11,108,130,15,47,6,,,4,,,,,,,490,7479-a3d9b64b-d398-4990-92e9-6ff885ddc7e9.jpg,1,1,CDR,2018-01-04 14:55:07,vallesoc01,1,1
7480,0890401004A,1,VALLÈS OCCIDENTAL,1,1,28,13,5,67,152,27,42,8,,,,,,,,,,442,7480-6ed0e77b-cb41-4cdd-a47a-0cb2d4c9b419.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7481,0890401004B,1,VALLÈS OCCIDENTAL,0,1,45,11,11,78,158,18,38,5,,,2,,,,,,,486,7481-53fc65e1-b3fb-43e6-98be-daa9dc63191e.jpg,1,1,CDR,2018-01-04 14:56:33,vallesoc01,1,1
7482,0890401005A,1,VALLÈS OCCIDENTAL,,4,45,16,9,59,125,19,30,7,,,2,,,,,,,429,7482-1856c4c1-8f0d-4081-947f-c943e91d4c67.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7483,0890401005B,1,VALLÈS OCCIDENTAL,0,3,38,14,9,90,151,25,44,11,,,2,,,,,,,485,7483-286ef021-0b05-42c5-ab85-88fb98cc46e1.jpg,1,1,CDR,2018-01-04 14:58:11,vallesoc01,1,1
7484,0890401006A,1,VALLÈS OCCIDENTAL,1,3,53,21,9,82,177,21,45,9,0,0,3,0,0,0,0,0,0,537,7484-1517605745-7cda8bead06c3a792b9ef823437d0e2e-f5e457a2c837114ba55e81df939a4af1.jpg,1,1,CDR,2018-02-03 17:30:23,acta2vots,1,1
7485,0890401006B,1,VALLÈS OCCIDENTAL,,,53,22,6,90,197,29,46,8,,,2,,,,,,,569,7485-1515519923-4a9d0fb2ce677fedb9cd8aec4c114e7b-1d29a4ecc4aee1cd7a585e7ec9e35ae0.jpg,1,1,CDR,2018-01-10 12:26:32,vallesoc01,1,0
7486,0890401007A,1,VALLÈS OCCIDENTAL,1,3,40,9,20,84,141,28,41,6,,,,,,,,,,462,7486-33c8b35e-19d0-4573-b874-ca9bad086859.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7487,0890401007B,1,VALLÈS OCCIDENTAL,2,2,38,13,16,73,109,13,36,6,,,2,,,,,,,380,7487-d19f3f2a-a41c-402f-9057-ac9a53e59fd7.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7488,0890401008A,1,VALLÈS OCCIDENTAL,,4,39,13,16,85,143,21,34,7,,,,,,,,,,486,7488-93398ec2-1df1-4644-a490-95ae6151d41f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7489,0890401008B,1,VALLÈS OCCIDENTAL,,1,29,11,19,67,122,16,19,5,,,,,,,,,,376,7489-1e480efc-8218-4127-8ab1-928c47ffce49.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7490,0890401009A,1,VALLÈS OCCIDENTAL,3,1,33,9,7,66,177,23,25,8,,,,,,,,,,479,7490-911af800-aa59-43f8-9306-0e3b24fb1014.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7491,0890401009B,1,VALLÈS OCCIDENTAL,,3,30,11,7,67,116,18,34,2,,,1,,,,,,,371,7491-472528f4-15e8-4d79-a965-675455fb29ac.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7492,0890401010A,1,VALLÈS OCCIDENTAL,,3,33,11,7,79,111,16,38,3,,,2,,,,,,,367,7492-6e6c2b1c-bead-469f-a781-3cb175a7a79d.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7493,0890401010B,1,VALLÈS OCCIDENTAL,2,,31,15,10,84,122,11,31,3,,,1,,,,,,,377,7493-1515519967-24d9ba105feb5932bd34bf6537dd2a5e-bdba49c6e1b1ae23d6667814450a138d.jpg,1,1,CDR,2018-01-09 18:46:07,vallesoc07,1,1
7494,0890401011A,1,VALLÈS OCCIDENTAL,1,2,42,18,14,73,140,19,60,7,,,,,,,,,,472,7494-26b1f78f-8689-49bc-92c0-4d825467a9c3.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7495,0890401011B,1,VALLÈS OCCIDENTAL,3,1,38,7,9,100,137,14,50,10,,,1,,,,,,,454,7495-24d68890-6943-4aa9-bdd5-ee686416073c.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7496,0890401012A,1,VALLÈS OCCIDENTAL,1,2,52,14,13,80,140,22,49,11,,,2,,,,,,,470,7496-9b776665-6d57-44c4-9a1b-cce3cd53403d.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7497,0890401012B,1,VALLÈS OCCIDENTAL,2,,54,18,6,80,138,17,48,5,,,1,,,,,,,449,7497-87c8794f-7a38-4542-9db9-1341f2fbf2b2.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7498,0826701001A,1,VALLÈS OCCIDENTAL,1,3,101,67,30,77,137,9,49,8,,,,,,,,,,570,7498-83b47000-60c4-4a0e-afa7-756132a8792f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7499,0826701001B,1,VALLÈS OCCIDENTAL,4,2,125,85,31,72,154,24,53,5,,,1,,,,,,,636,7499-6a650ae4-edb6-4ce0-bd13-4a241866dd65.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7500,0826701002A,1,VALLÈS OCCIDENTAL,1,2,146,148,33,56,128,22,51,5,,,1,,,,,,,733,7500-222137e4-d5a6-4296-84a1-d09dd1dab63d.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7501,0826701002B,1,VALLÈS OCCIDENTAL,3,4,173,150,38,72,145,17,50,11,,,3,,,,,,,832,7501-b6b877f0-3d95-483e-943d-e795240bceb8.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7502,0826701003A,1,VALLÈS OCCIDENTAL,2,1,114,67,18,78,112,11,43,4,,,,,,,,,,515,7502-1515327941-fd98c21ef973325c14242632ce7ea433-fbb28f33b228795b5569e3a4c52ff610.jpg,1,1,CDR,2018-01-07 13:25:41,vallesoc06,1,1
7503,0826701003B,1,VALLÈS OCCIDENTAL,4,1,128,122,37,78,136,11,46,4,,,1,,,,,,,672,7503-1515327971-baa4613fb41fd9cea4a6b8f5901a0b50-d42a5a8f9c73d09475a11b821cc314a8.jpg,1,1,CDR,2018-01-07 13:26:11,vallesoc06,1,1
