IDMESA,CODI_MESA,COD_PROV,CODI_LOCAL,MUNICIPI,COMARCA,G35,CODI_MUNICIPI,DISTRICTE,SECCIO,SUBSECCIO,MESA,LLETRA_INICI,LLETRA_FI,CODI_LOCAL_ORIGEN,CODI_LOCAL,LOCAL_ELECTORAL_ADRECA,LOCAL_ELECTORAL,ADRECA,IDMESAMESESCOLA,NOSEQUEES
6090,0818301003A,8,c1436,RODA DE TER,OSONA,OSONA1G35,183,1,3,,A,A,K,81830004,c1436,LLAR D'INFANTS MUNCIPAL ; C BONAMIC S/N,LLAR D'INFANTS MUNCIPAL,C BONAMIC S/N,6090#0818301003A#LLAR D'INFANTS MUNCIPAL ; C BONAMIC S/N,
6091,0818301003B,8,c1436,RODA DE TER,OSONA,OSONA1G35,183,1,3,,B,L,Z,81830004,c1436,LLAR D'INFANTS MUNCIPAL ; C BONAMIC S/N,LLAR D'INFANTS MUNCIPAL,C BONAMIC S/N,6091#0818301003B#LLAR D'INFANTS MUNCIPAL ; C BONAMIC S/N,
6092,0818302001U,8,c1497,RODA DE TER,OSONA,OSONA1G35,183,2,1,,U,A,Z,81830003,c1497,MARE DE DEU DEL SOL DEL PONT ; C ESCOLES 2,MARE DE DEU DEL SOL DEL PONT,C ESCOLES 2,6092#0818302001U#MARE DE DEU DEL SOL DEL PONT ; C ESCOLES 2,
6093,0890101001U,8,c1521,RUPIT I PRUIT,OSONA,OSONA1G35,901,1,1,,U,A,Z,89010002,c1521,OFICINES AJUNTAMENT ; PL MAJOR 6  RUPIT,OFICINES AJUNTAMENT,PL MAJOR 6  RUPIT,6093#0890101001U#OFICINES AJUNTAMENT ; PL MAJOR 6  RUPIT,
6094,0819501001U,8,c197,SANT AGUSTÍ DE LLUÇANÈS,OSONA,OSONA1G35,195,1,1,,U,A,Z,81950001,c197,CASA LA VILA ; C ALOU 6,CASA LA VILA,C ALOU 6,6094#0819501001U#CASA LA VILA ; C ALOU 6,
6095,0819901001U,8,c1161,SANT BARTOMEU DEL GRAU,OSONA,OSONA1G35,199,1,1,,U,A,Z,81990001,c1161,ESCOLA PUBLICA LA MONJOIA ; C TRES CREUS 2,ESCOLA PUBLICA LA MONJOIA,C TRES CREUS 2,6095#0819901001U#ESCOLA PUBLICA LA MONJOIA ; C TRES CREUS 2,
6096,0820101001U,8,c135,SANT BOI DE LLUÇANÈS,OSONA,OSONA1G35,201,1,1,,U,A,Z,82010001,c135,BIBLIOTECA PÚBLICA - SALA DE USOS MÚLTIPLES ; PG LLUÇANES 8,BIBLIOTECA PÚBLICA - SALA DE USOS MÚLTIPLES,PG LLUÇANES 8,6096#0820101001U#BIBLIOTECA PÚBLICA - SALA DE USOS MÚLTIPLES ; PG LLUÇANES 8,
6097,0821501001U,8,c121,SANT HIPÒLIT DE VOLTREGÀ,OSONA,OSONA1G35,215,1,1,,U,A,Z,82150004,c121,BIBLIOTECA MARQUÈS DE REMISA ; C MOSSÈN JACINT VERDAGUER 5,BIBLIOTECA MARQUÈS DE REMISA,C MOSSÈN JACINT VERDAGUER 5,6097#0821501001U#BIBLIOTECA MARQUÈS DE REMISA ; C MOSSÈN JACINT VERDAGUER 5,
6098,0821501002U,8,c257,SANT HIPÒLIT DE VOLTREGÀ,OSONA,OSONA1G35,215,1,2,,U,A,Z,82150002,c257,CASAL DE CULTURA I ESCOLA DE MUSICA ; C BISBE MORGADES 1,CASAL DE CULTURA I ESCOLA DE MUSICA,C BISBE MORGADES 1,6098#0821501002U#CASAL DE CULTURA I ESCOLA DE MUSICA ; C BISBE MORGADES 1,
6099,0821501003A,8,c724,SANT HIPÒLIT DE VOLTREGÀ,OSONA,OSONA1G35,215,1,3,,A,A,K,82150003,c724,COL.LEGI PUBLIC ABAT OLIBA ; C JAUME BALMES 1,COL.LEGI PUBLIC ABAT OLIBA,C JAUME BALMES 1,6099#0821501003A#COL.LEGI PUBLIC ABAT OLIBA ; C JAUME BALMES 1,
6100,0821501003B,8,c724,SANT HIPÒLIT DE VOLTREGÀ,OSONA,OSONA1G35,215,1,3,,B,L,Z,82150003,c724,COL.LEGI PUBLIC ABAT OLIBA ; C JAUME BALMES 1,COL.LEGI PUBLIC ABAT OLIBA,C JAUME BALMES 1,6100#0821501003B#COL.LEGI PUBLIC ABAT OLIBA ; C JAUME BALMES 1,
6101,0822001001A,8,c81,SANT JULIÀ DE VILATORTA,OSONA,OSONA1G35,220,1,1,,A,A,L,82200001,c81,AULA DE CULTURA ; PL MARQUÈS DE LA QUADRA (DEL) 14,AULA DE CULTURA,PL MARQUÈS DE LA QUADRA (DEL) 14,6101#0822001001A#AULA DE CULTURA ; PL MARQUÈS DE LA QUADRA (DEL) 14,
6102,0822001001B,8,c81,SANT JULIÀ DE VILATORTA,OSONA,OSONA1G35,220,1,1,,B,M,Z,82200001,c81,AULA DE CULTURA ; PL MARQUÈS DE LA QUADRA (DEL) 14,AULA DE CULTURA,PL MARQUÈS DE LA QUADRA (DEL) 14,6102#0822001001B#AULA DE CULTURA ; PL MARQUÈS DE LA QUADRA (DEL) 14,
6103,0822001002A,8,c81,SANT JULIÀ DE VILATORTA,OSONA,OSONA1G35,220,1,2,,A,A,L,82200001,c81,AULA DE CULTURA ; PL MARQUÈS DE LA QUADRA (DEL) 14,AULA DE CULTURA,PL MARQUÈS DE LA QUADRA (DEL) 14,6103#0822001002A#AULA DE CULTURA ; PL MARQUÈS DE LA QUADRA (DEL) 14,
6104,0822001002B,8,c81,SANT JULIÀ DE VILATORTA,OSONA,OSONA1G35,220,1,2,,B,M,Z,82200001,c81,AULA DE CULTURA ; PL MARQUÈS DE LA QUADRA (DEL) 14,AULA DE CULTURA,PL MARQUÈS DE LA QUADRA (DEL) 14,6104#0822001002B#AULA DE CULTURA ; PL MARQUÈS DE LA QUADRA (DEL) 14,
6105,0822501001U,8,c1482,SANT MARTÍ D'ALBARS,OSONA,OSONA1G35,225,1,1,,U,A,Z,82250001,c1482,LOCAL SOCIAL LA BLAVA ; . LA BLAVA S/N,LOCAL SOCIAL LA BLAVA,. LA BLAVA S/N,6105#0822501001U#LOCAL SOCIAL LA BLAVA ; . LA BLAVA S/N,
6106,0822401001U,8,c96,SANT MARTÍ DE CENTELLES,OSONA,OSONA1G35,224,1,1,,U,A,Z,82240002,c96,BAIXOS DE L'AJUNTAMENT ; C ESTACIÓ 4 - ABELLA (L'),BAIXOS DE L'AJUNTAMENT,C ESTACIÓ 4 - ABELLA (L'),6106#0822401001U#BAIXOS DE L'AJUNTAMENT ; C ESTACIÓ 4 - ABELLA (L'),
6107,0823301001U,8,c416,SANT PERE DE TORELLÓ,OSONA,OSONA1G35,233,1,1,,U,A,Z,82330001,c416,CEIP JOSEP M XANDRI ; CALLE JOSEP BADRENA 13,CEIP JOSEP M XANDRI,CALLE JOSEP BADRENA 13,6107#0823301001U#CEIP JOSEP M XANDRI ; CALLE JOSEP BADRENA 13,
6108,0823301002A,8,c416,SANT PERE DE TORELLÓ,OSONA,OSONA1G35,233,1,2,,A,A,K,82330001,c416,CEIP JOSEP M XANDRI ; CALLE JOSEP BADRENA 13,CEIP JOSEP M XANDRI,CALLE JOSEP BADRENA 13,6108#0823301002A#CEIP JOSEP M XANDRI ; CALLE JOSEP BADRENA 13,
6109,0823301002B,8,c416,SANT PERE DE TORELLÓ,OSONA,OSONA1G35,233,1,2,,B,L,Z,82330001,c416,CEIP JOSEP M XANDRI ; CALLE JOSEP BADRENA 13,CEIP JOSEP M XANDRI,CALLE JOSEP BADRENA 13,6109#0823301002B#CEIP JOSEP M XANDRI ; CALLE JOSEP BADRENA 13,
6110,0823701001A,8,c95,SANT QUIRZE DE BESORA,OSONA,OSONA1G35,237,1,1,,A,A,K,82370001,c95,BAIXOS CASA CULTURA ; C PONT 21,BAIXOS CASA CULTURA,C PONT 21,6110#0823701001A#BAIXOS CASA CULTURA ; C PONT 21,
6111,0823701001B,8,c95,SANT QUIRZE DE BESORA,OSONA,OSONA1G35,237,1,1,,B,L,Z,82370001,c95,BAIXOS CASA CULTURA ; C PONT 21,BAIXOS CASA CULTURA,C PONT 21,6111#0823701001B#BAIXOS CASA CULTURA ; C PONT 21,
6112,0823701002U,8,c693,SANT QUIRZE DE BESORA,OSONA,OSONA1G35,237,1,2,,U,A,Z,82370002,c693,COL.LEGI D'EGB SEGIMON COMAS ; C MESTRE QUER 11,COL.LEGI D'EGB SEGIMON COMAS,C MESTRE QUER 11,6112#0823701002U#COL.LEGI D'EGB SEGIMON COMAS ; C MESTRE QUER 11,
6113,0824101001U,8,c1593,SANT SADURNÍ D'OSORMORT,OSONA,OSONA1G35,241,1,1,,U,A,Z,82410001,c1593,SALA POLIVALENT ; CRA VIC (DE) S/N,SALA POLIVALENT,CRA VIC (DE) S/N,6113#0824101001U#SALA POLIVALENT ; CRA VIC (DE) S/N,
6114,0826501001A,8,c1585,SANT VICENÇ DE TORELLÓ,OSONA,OSONA1G35,265,1,1,1,A,A,K,82650001,c1585,SALA D'EXPOSICIONS-EDIFICI DE CULTURA ; PL AJUNTAMENT 6,SALA D'EXPOSICIONS-EDIFICI DE CULTURA,PL AJUNTAMENT 6,6114#0826501001A#SALA D'EXPOSICIONS-EDIFICI DE CULTURA ; PL AJUNTAMENT 6,
6115,0826501001B,8,c1585,SANT VICENÇ DE TORELLÓ,OSONA,OSONA1G35,265,1,1,1,B,L,Z,82650001,c1585,SALA D'EXPOSICIONS-EDIFICI DE CULTURA ; PL AJUNTAMENT 6,SALA D'EXPOSICIONS-EDIFICI DE CULTURA,PL AJUNTAMENT 6,6115#0826501001B#SALA D'EXPOSICIONS-EDIFICI DE CULTURA ; PL AJUNTAMENT 6,
6116,0826501001C,8,c239,SANT VICENÇ DE TORELLÓ,OSONA,OSONA1G35,265,1,1,2,C,A,Z,82650002,c239,CASAL D'AVIS I CENTRE DE CULTURA ; C GIRONA S/N - BORGONYA,CASAL D'AVIS I CENTRE DE CULTURA,C GIRONA S/N - BORGONYA,6116#0826501001C#CASAL D'AVIS I CENTRE DE CULTURA ; C GIRONA S/N - BORGONYA,
6117,0824301001U,8,c100,SANTA CECÍLIA DE VOLTREGÀ,OSONA,OSONA1G35,243,1,1,,U,A,Z,82430001,c100,BAJOS AYUNTAMIENTO ; . CASA CONSISTORIAL S/N,BAJOS AYUNTAMIENTO,. CASA CONSISTORIAL S/N,6117#0824301001U#BAJOS AYUNTAMIENTO ; . CASA CONSISTORIAL S/N,
6118,0824601001A,8,c1293,SANTA EUGÈNIA DE BERGA,OSONA,OSONA1G35,246,1,1,,A,A,L,82460002,c1293,GIMNAS DEL CEIP JACINT VERDAGUER ; C ESCOLES S/N,GIMNAS DEL CEIP JACINT VERDAGUER,C ESCOLES S/N,6118#0824601001A#GIMNAS DEL CEIP JACINT VERDAGUER ; C ESCOLES S/N,
6119,0824601001B,8,c1293,SANTA EUGÈNIA DE BERGA,OSONA,OSONA1G35,246,1,1,,B,M,Z,82460002,c1293,GIMNAS DEL CEIP JACINT VERDAGUER ; C ESCOLES S/N,GIMNAS DEL CEIP JACINT VERDAGUER,C ESCOLES S/N,6119#0824601001B#GIMNAS DEL CEIP JACINT VERDAGUER ; C ESCOLES S/N,
6120,0824701001U,8,c812,SANTA EULÀLIA DE RIUPRIMER,OSONA,OSONA1G35,247,1,1,,U,A,Z,82470001,c812,EDIFICI POLIVALENT ; PL VILA (DE LA) 1,EDIFICI POLIVALENT,PL VILA (DE LA) 1,6120#0824701001U#EDIFICI POLIVALENT ; PL VILA (DE LA) 1,
6121,0825301001U,8,c19,SANTA MARIA DE BESORA,OSONA,OSONA1G35,253,1,1,,U,A,Z,82530001,c19,AJUNTAMENT ; PL AJUNTAMENT (DE L') S/N,AJUNTAMENT,PL AJUNTAMENT (DE L') S/N,6121#0825301001U#AJUNTAMENT ; PL AJUNTAMENT (DE L') S/N,
6122,0826901001A,8,c955,SEVA,OSONA,OSONA1G35,269,1,1,,A,A,L,82690001,c955,ESCOLA FARIGOLA ; C ESPORTS S/N,ESCOLA FARIGOLA,C ESPORTS S/N,6122#0826901001A#ESCOLA FARIGOLA ; C ESPORTS S/N,
6123,0826901001B,8,c955,SEVA,OSONA,OSONA1G35,269,1,1,,B,M,Z,82690001,c955,ESCOLA FARIGOLA ; C ESPORTS S/N,ESCOLA FARIGOLA,C ESPORTS S/N,6123#0826901001B#ESCOLA FARIGOLA ; C ESPORTS S/N,
6124,0826901002A,8,c1042,SEVA,OSONA,OSONA1G35,269,1,2,,A,A,L,82690002,c1042,ESCOLA LES BASSEROLES ; C ESCOLA (DE L') S/N - SANT MIQUEL DE BALENYÀ,ESCOLA LES BASSEROLES,C ESCOLA (DE L') S/N - SANT MIQUEL DE BALENYÀ,6124#0826901002A#ESCOLA LES BASSEROLES ; C ESCOLA (DE L') S/N - SANT MIQUEL DE BALENYÀ,
6125,0826901002B,8,c1042,SEVA,OSONA,OSONA1G35,269,1,2,,B,M,Z,82690002,c1042,ESCOLA LES BASSEROLES ; C ESCOLA (DE L') S/N - SANT MIQUEL DE BALENYÀ,ESCOLA LES BASSEROLES,C ESCOLA (DE L') S/N - SANT MIQUEL DE BALENYÀ,6125#0826901002B#ESCOLA LES BASSEROLES ; C ESCOLA (DE L') S/N - SANT MIQUEL DE BALENYÀ,
6126,0827101001U,8,c184,SOBREMUNT,OSONA,OSONA1G35,271,1,1,,U,A,Z,82710001,c184,CASA CONSISTORIAL ; . CAL TIC S/N,CASA CONSISTORIAL,. CAL TIC S/N,6126#0827101001U#CASA CONSISTORIAL ; . CAL TIC S/N,
6127,0827201001U,8,c26,SORA,OSONA,OSONA1G35,272,1,1,,U,A,Z,82720001,c26,AJUNTAMENT DE SORA - BIBLIOTECA ; C ESGLÉSIA (DE L') 1,AJUNTAMENT DE SORA - BIBLIOTECA,C ESGLÉSIA (DE L') 1,6127#0827201001U#AJUNTAMENT DE SORA - BIBLIOTECA ; C ESGLÉSIA (DE L') 1,
6128,0827801001A,8,c628,TARADELL,OSONA,OSONA1G35,278,1,1,,A,A,K,82780001,c628,CENTRE CULTURAL COSTA I FONT ; CTRA BALENYÀ 101,CENTRE CULTURAL COSTA I FONT,CTRA BALENYÀ 101,6128#0827801001A#CENTRE CULTURAL COSTA I FONT ; CTRA BALENYÀ 101,
6129,0827801001B,8,c628,TARADELL,OSONA,OSONA1G35,278,1,1,,B,L,Z,82780001,c628,CENTRE CULTURAL COSTA I FONT ; CTRA BALENYÀ 101,CENTRE CULTURAL COSTA I FONT,CTRA BALENYÀ 101,6129#0827801001B#CENTRE CULTURAL COSTA I FONT ; CTRA BALENYÀ 101,
6130,0827801002A,8,c628,TARADELL,OSONA,OSONA1G35,278,1,2,,A,A,K,82780001,c628,CENTRE CULTURAL COSTA I FONT ; CTRA BALENYÀ 101,CENTRE CULTURAL COSTA I FONT,CTRA BALENYÀ 101,6130#0827801002A#CENTRE CULTURAL COSTA I FONT ; CTRA BALENYÀ 101,
6131,0827801002B,8,c628,TARADELL,OSONA,OSONA1G35,278,1,2,,B,L,Z,82780001,c628,CENTRE CULTURAL COSTA I FONT ; CTRA BALENYÀ 101,CENTRE CULTURAL COSTA I FONT,CTRA BALENYÀ 101,6131#0827801002B#CENTRE CULTURAL COSTA I FONT ; CTRA BALENYÀ 101,
6132,0827801003A,8,c628,TARADELL,OSONA,OSONA1G35,278,1,3,,A,A,K,82780001,c628,CENTRE CULTURAL COSTA I FONT ; CTRA BALENYÀ 101,CENTRE CULTURAL COSTA I FONT,CTRA BALENYÀ 101,6132#0827801003A#CENTRE CULTURAL COSTA I FONT ; CTRA BALENYÀ 101,
6133,0827801003B,8,c628,TARADELL,OSONA,OSONA1G35,278,1,3,,B,L,Z,82780001,c628,CENTRE CULTURAL COSTA I FONT ; CTRA BALENYÀ 101,CENTRE CULTURAL COSTA I FONT,CTRA BALENYÀ 101,6133#0827801003B#CENTRE CULTURAL COSTA I FONT ; CTRA BALENYÀ 101,
6134,0827801004A,8,c628,TARADELL,OSONA,OSONA1G35,278,1,4,,A,A,K,82780001,c628,CENTRE CULTURAL COSTA I FONT ; CTRA BALENYÀ 101,CENTRE CULTURAL COSTA I FONT,CTRA BALENYÀ 101,6134#0827801004A#CENTRE CULTURAL COSTA I FONT ; CTRA BALENYÀ 101,
6135,0827801004B,8,c628,TARADELL,OSONA,OSONA1G35,278,1,4,,B,L,Z,82780001,c628,CENTRE CULTURAL COSTA I FONT ; CTRA BALENYÀ 101,CENTRE CULTURAL COSTA I FONT,CTRA BALENYÀ 101,6135#0827801004B#CENTRE CULTURAL COSTA I FONT ; CTRA BALENYÀ 101,
6136,0827501001U,8,c1594,TAVÈRNOLES,OSONA,OSONA1G35,275,1,1,,U,A,Z,82750001,c1594,SALA POLIVALENT ; C ESGLÉSIA S/N,SALA POLIVALENT,C ESGLÉSIA S/N,6136#0827501001U#SALA POLIVALENT ; C ESGLÉSIA S/N,
6137,0828001001U,8,c187,TAVERTET,OSONA,OSONA1G35,280,1,1,,U,A,Z,82800001,c187,CASA CONSISTORIAL (BAIXOS) ; C JAUME BALMES S/N,CASA CONSISTORIAL (BAIXOS),C JAUME BALMES S/N,6137#0828001001U#CASA CONSISTORIAL (BAIXOS) ; C JAUME BALMES S/N,
6138,0828301001A,8,c732,TONA,OSONA,OSONA1G35,283,1,1,,A,A,F,82830001,c732,COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,COL.LEGI PUBLIC ERA DE DALT,C ANDREU MOLERA 5,6138#0828301001A#COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,
6139,0828301001B,8,c732,TONA,OSONA,OSONA1G35,283,1,1,,B,G,P,82830001,c732,COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,COL.LEGI PUBLIC ERA DE DALT,C ANDREU MOLERA 5,6139#0828301001B#COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,
6140,0828301001C,8,c732,TONA,OSONA,OSONA1G35,283,1,1,,C,Q,Z,82830001,c732,COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,COL.LEGI PUBLIC ERA DE DALT,C ANDREU MOLERA 5,6140#0828301001C#COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,
6141,0828301002A,8,c732,TONA,OSONA,OSONA1G35,283,1,2,,A,A,L,82830001,c732,COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,COL.LEGI PUBLIC ERA DE DALT,C ANDREU MOLERA 5,6141#0828301002A#COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,
6142,0828301002B,8,c732,TONA,OSONA,OSONA1G35,283,1,2,,B,M,Z,82830001,c732,COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,COL.LEGI PUBLIC ERA DE DALT,C ANDREU MOLERA 5,6142#0828301002B#COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,
6143,0828301003A,8,c732,TONA,OSONA,OSONA1G35,283,1,3,,A,A,F,82830001,c732,COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,COL.LEGI PUBLIC ERA DE DALT,C ANDREU MOLERA 5,6143#0828301003A#COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,
6144,0828301003B,8,c732,TONA,OSONA,OSONA1G35,283,1,3,,B,G,P,82830001,c732,COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,COL.LEGI PUBLIC ERA DE DALT,C ANDREU MOLERA 5,6144#0828301003B#COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,
6145,0828301003C,8,c732,TONA,OSONA,OSONA1G35,283,1,3,,C,Q,Z,82830001,c732,COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,COL.LEGI PUBLIC ERA DE DALT,C ANDREU MOLERA 5,6145#0828301003C#COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,
6146,0828301004A,8,c732,TONA,OSONA,OSONA1G35,283,1,4,,A,A,L,82830001,c732,COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,COL.LEGI PUBLIC ERA DE DALT,C ANDREU MOLERA 5,6146#0828301004A#COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,
6147,0828301004B,8,c732,TONA,OSONA,OSONA1G35,283,1,4,,B,M,Z,82830001,c732,COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,COL.LEGI PUBLIC ERA DE DALT,C ANDREU MOLERA 5,6147#0828301004B#COL.LEGI PUBLIC ERA DE DALT ; C ANDREU MOLERA 5,
6148,0828501001U,8,c833,TORELLÓ,OSONA,OSONA1G35,285,1,1,,U,A,Z,82850001,c833,ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,ESC. PUB. DR.FORTIÀ SOLÀ,AV POMPEU FABRA 6,6148#0828501001U#ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,
6149,0828501002A,8,c833,TORELLÓ,OSONA,OSONA1G35,285,1,2,,A,A,F,82850001,c833,ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,ESC. PUB. DR.FORTIÀ SOLÀ,AV POMPEU FABRA 6,6149#0828501002A#ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,
6150,0828501002B,8,c833,TORELLÓ,OSONA,OSONA1G35,285,1,2,,B,G,P,82850001,c833,ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,ESC. PUB. DR.FORTIÀ SOLÀ,AV POMPEU FABRA 6,6150#0828501002B#ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,
6151,0828501002C,8,c833,TORELLÓ,OSONA,OSONA1G35,285,1,2,,C,Q,Z,82850001,c833,ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,ESC. PUB. DR.FORTIÀ SOLÀ,AV POMPEU FABRA 6,6151#0828501002C#ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,
6152,0828501004A,8,c833,TORELLÓ,OSONA,OSONA1G35,285,1,4,,A,A,F,82850001,c833,ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,ESC. PUB. DR.FORTIÀ SOLÀ,AV POMPEU FABRA 6,6152#0828501004A#ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,
6153,0828501004B,8,c833,TORELLÓ,OSONA,OSONA1G35,285,1,4,,B,G,P,82850001,c833,ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,ESC. PUB. DR.FORTIÀ SOLÀ,AV POMPEU FABRA 6,6153#0828501004B#ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,
6154,0828501004C,8,c833,TORELLÓ,OSONA,OSONA1G35,285,1,4,,C,Q,Z,82850001,c833,ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,ESC. PUB. DR.FORTIÀ SOLÀ,AV POMPEU FABRA 6,6154#0828501004C#ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,
6155,0828502001A,8,c833,TORELLÓ,OSONA,OSONA1G35,285,2,1,,A,A,K,82850001,c833,ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,ESC. PUB. DR.FORTIÀ SOLÀ,AV POMPEU FABRA 6,6155#0828502001A#ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,
6156,0828502001B,8,c833,TORELLÓ,OSONA,OSONA1G35,285,2,1,,B,L,Z,82850001,c833,ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,ESC. PUB. DR.FORTIÀ SOLÀ,AV POMPEU FABRA 6,6156#0828502001B#ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,
6157,0828502002A,8,c833,TORELLÓ,OSONA,OSONA1G35,285,2,2,,A,A,K,82850001,c833,ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,ESC. PUB. DR.FORTIÀ SOLÀ,AV POMPEU FABRA 6,6157#0828502002A#ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,
6158,0828502002B,8,c833,TORELLÓ,OSONA,OSONA1G35,285,2,2,,B,L,Z,82850001,c833,ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,ESC. PUB. DR.FORTIÀ SOLÀ,AV POMPEU FABRA 6,6158#0828502002B#ESC. PUB. DR.FORTIÀ SOLÀ ; AV POMPEU FABRA 6,
6159,0828503001A,8,c487,TORELLÓ,OSONA,OSONA1G35,285,3,1,,A,A,K,82850002,c487,CEIP VALL DEL GES ; C CATALUNYA 1,CEIP VALL DEL GES,C CATALUNYA 1,6159#0828503001A#CEIP VALL DEL GES ; C CATALUNYA 1,
6160,0828503001B,8,c487,TORELLÓ,OSONA,OSONA1G35,285,3,1,,B,L,Z,82850002,c487,CEIP VALL DEL GES ; C CATALUNYA 1,CEIP VALL DEL GES,C CATALUNYA 1,6160#0828503001B#CEIP VALL DEL GES ; C CATALUNYA 1,
6161,0828503002A,8,c487,TORELLÓ,OSONA,OSONA1G35,285,3,2,,A,A,K,82850002,c487,CEIP VALL DEL GES ; C CATALUNYA 1,CEIP VALL DEL GES,C CATALUNYA 1,6161#0828503002A#CEIP VALL DEL GES ; C CATALUNYA 1,
6162,0828503002B,8,c487,TORELLÓ,OSONA,OSONA1G35,285,3,2,,B,L,Z,82850002,c487,CEIP VALL DEL GES ; C CATALUNYA 1,CEIP VALL DEL GES,C CATALUNYA 1,6162#0828503002B#CEIP VALL DEL GES ; C CATALUNYA 1,
6163,0828503003A,8,c487,TORELLÓ,OSONA,OSONA1G35,285,3,3,,A,A,F,82850002,c487,CEIP VALL DEL GES ; C CATALUNYA 1,CEIP VALL DEL GES,C CATALUNYA 1,6163#0828503003A#CEIP VALL DEL GES ; C CATALUNYA 1,
6164,0828503003B,8,c487,TORELLÓ,OSONA,OSONA1G35,285,3,3,,B,G,P,82850002,c487,CEIP VALL DEL GES ; C CATALUNYA 1,CEIP VALL DEL GES,C CATALUNYA 1,6164#0828503003B#CEIP VALL DEL GES ; C CATALUNYA 1,
6165,0828503003C,8,c487,TORELLÓ,OSONA,OSONA1G35,285,3,3,,C,Q,Z,82850002,c487,CEIP VALL DEL GES ; C CATALUNYA 1,CEIP VALL DEL GES,C CATALUNYA 1,6165#0828503003C#CEIP VALL DEL GES ; C CATALUNYA 1,
6166,0829801001A,8,c1529,VIC,OSONA,OSONA1G35,298,1,1,,A,A,F,82980012,c1529,PALAU BOJONS ; PL DON MIQUEL CLARIANA 3,PALAU BOJONS,PL DON MIQUEL CLARIANA 3,6166#0829801001A#PALAU BOJONS ; PL DON MIQUEL CLARIANA 3,
6167,0829801001B,8,c1529,VIC,OSONA,OSONA1G35,298,1,1,,B,G,O,82980012,c1529,PALAU BOJONS ; PL DON MIQUEL CLARIANA 3,PALAU BOJONS,PL DON MIQUEL CLARIANA 3,6167#0829801001B#PALAU BOJONS ; PL DON MIQUEL CLARIANA 3,
6168,0829801001C,8,c1529,VIC,OSONA,OSONA1G35,298,1,1,,C,P,Z,82980012,c1529,PALAU BOJONS ; PL DON MIQUEL CLARIANA 3,PALAU BOJONS,PL DON MIQUEL CLARIANA 3,6168#0829801001C#PALAU BOJONS ; PL DON MIQUEL CLARIANA 3,
