IDMESA,CODI_MESA,COD_PROV,CODI_LOCAL,MUNICIPI,COMARCA,G35,CODI_MUNICIPI,DISTRICTE,SECCIO,SUBSECCIO,MESA,LLETRA_INICI,LLETRA_FI,CODI_LOCAL_ORIGEN,CODI_LOCAL,LOCAL_ELECTORAL_ADRECA,LOCAL_ELECTORAL,ADRECA,IDMESAMESESCOLA,NOSEQUEES
8241,0829601001C,8,c1223,VALLROMANES,VALLÈS ORIENTAL,VALLESOR2G35,296,1,1,,C,P,Z,82960002,c1223,ESCOLA TRES PINS DE VALLROMANES ; PG MAS MORERA 1 - CASC URBÀ,ESCOLA TRES PINS DE VALLROMANES,PG MAS MORERA 1 - CASC URBÀ,8241#0829601001C#ESCOLA TRES PINS DE VALLROMANES ; PG MAS MORERA 1 - CASC URBÀ,
8242,0830601001U,8,c1581,VILALBA SASSERRA,VALLÈS ORIENTAL,VALLESOR2G35,306,1,1,,U,A,Z,83060002,c1581,SALA DE PLENS DE L'AJUNTAMENT ; PL VILA (DE LA) 1,SALA DE PLENS DE L'AJUNTAMENT,PL VILA (DE LA) 1,8242#0830601001U#SALA DE PLENS DE L'AJUNTAMENT ; PL VILA (DE LA) 1,
8243,0890201001A,8,c441,VILANOVA DEL VALLÈS,VALLÈS ORIENTAL,VALLESOR2G35,902,1,1,,A,A,K,89020001,c441,CENTRE CULTURAL ; PG CENTENARI S-/N   NUCLI URBÀ,CENTRE CULTURAL,PG CENTENARI S-/N   NUCLI URBÀ,8243#0890201001A#CENTRE CULTURAL ; PG CENTENARI S-/N   NUCLI URBÀ,
8244,0890201001B,8,c441,VILANOVA DEL VALLÈS,VALLÈS ORIENTAL,VALLESOR2G35,902,1,1,,B,L,Z,89020001,c441,CENTRE CULTURAL ; PG CENTENARI S-/N   NUCLI URBÀ,CENTRE CULTURAL,PG CENTENARI S-/N   NUCLI URBÀ,8244#0890201001B#CENTRE CULTURAL ; PG CENTENARI S-/N   NUCLI URBÀ,
8245,0890201002A,8,c441,VILANOVA DEL VALLÈS,VALLÈS ORIENTAL,VALLESOR2G35,902,1,2,,A,A,F,89020001,c441,CENTRE CULTURAL ; PG CENTENARI S-/N   NUCLI URBÀ,CENTRE CULTURAL,PG CENTENARI S-/N   NUCLI URBÀ,8245#0890201002A#CENTRE CULTURAL ; PG CENTENARI S-/N   NUCLI URBÀ,
8246,0890201002B,8,c441,VILANOVA DEL VALLÈS,VALLÈS ORIENTAL,VALLESOR2G35,902,1,2,,B,G,O,89020001,c441,CENTRE CULTURAL ; PG CENTENARI S-/N   NUCLI URBÀ,CENTRE CULTURAL,PG CENTENARI S-/N   NUCLI URBÀ,8246#0890201002B#CENTRE CULTURAL ; PG CENTENARI S-/N   NUCLI URBÀ,
8247,0890201002C,8,c441,VILANOVA DEL VALLÈS,VALLÈS ORIENTAL,VALLESOR2G35,902,1,2,,C,P,Z,89020001,c441,CENTRE CULTURAL ; PG CENTENARI S-/N   NUCLI URBÀ,CENTRE CULTURAL,PG CENTENARI S-/N   NUCLI URBÀ,,
6018,0800401001U,8,c1160,ALPENS,OSONA,OSONA1G35,4,1,1,,U,A,Z,80040001,c1160,ESCOLA PUBLICA LA FORJA ; C LLUÇANESA 8,ESCOLA PUBLICA LA FORJA,C LLUÇANESA 8,6018#0800401001U#ESCOLA PUBLICA LA FORJA ; C LLUÇANESA 8,
6019,0801701001A,8,c1011,BALENYÀ,OSONA,OSONA1G35,17,1,1,,A,A,F,80170001,c1011,ESCOLA JOAN XXIII ; C ESCOLES S/N  - HOSTALETS DE BALENYÀ (ELS),ESCOLA JOAN XXIII,C ESCOLES S/N  - HOSTALETS DE BALENYÀ (ELS),6019#0801701001A#ESCOLA JOAN XXIII ; C ESCOLES S/N  - HOSTALETS DE BALENYÀ (ELS),
6020,0801701001B,8,c1011,BALENYÀ,OSONA,OSONA1G35,17,1,1,,B,G,M,80170001,c1011,ESCOLA JOAN XXIII ; C ESCOLES S/N  - HOSTALETS DE BALENYÀ (ELS),ESCOLA JOAN XXIII,C ESCOLES S/N  - HOSTALETS DE BALENYÀ (ELS),6020#0801701001B#ESCOLA JOAN XXIII ; C ESCOLES S/N  - HOSTALETS DE BALENYÀ (ELS),
6021,0801701001C,8,c1011,BALENYÀ,OSONA,OSONA1G35,17,1,1,,C,N,Z,80170001,c1011,ESCOLA JOAN XXIII ; C ESCOLES S/N  - HOSTALETS DE BALENYÀ (ELS),ESCOLA JOAN XXIII,C ESCOLES S/N  - HOSTALETS DE BALENYÀ (ELS),6021#0801701001C#ESCOLA JOAN XXIII ; C ESCOLES S/N  - HOSTALETS DE BALENYÀ (ELS),
6022,0801701002U,8,c1011,BALENYÀ,OSONA,OSONA1G35,17,1,2,,U,A,Z,80170001,c1011,ESCOLA JOAN XXIII ; C ESCOLES S/N  - HOSTALETS DE BALENYÀ (ELS),ESCOLA JOAN XXIII,C ESCOLES S/N  - HOSTALETS DE BALENYÀ (ELS),6022#0801701002U#ESCOLA JOAN XXIII ; C ESCOLES S/N  - HOSTALETS DE BALENYÀ (ELS),
6023,0802601001U,8,c28,BRULL (EL),OSONA,OSONA1G35,26,1,1,,U,A,Z,80260001,c28,AJUNTAMENT DEL BRULL ; PL AJUNTAMENT (DE L') S/N,AJUNTAMENT DEL BRULL,PL AJUNTAMENT (DE L') S/N,6023#0802601001U#AJUNTAMENT DEL BRULL ; PL AJUNTAMENT (DE L') S/N,
6024,0803701001A,8,c179,CALLDETENES,OSONA,OSONA1G35,37,1,1,,A,A,E,80370001,c179,CASA CONSISTORIAL ; PL ONZE DE SETEMBRE S/N,CASA CONSISTORIAL,PL ONZE DE SETEMBRE S/N,6024#0803701001A#CASA CONSISTORIAL ; PL ONZE DE SETEMBRE S/N,
6025,0803701001B,8,c179,CALLDETENES,OSONA,OSONA1G35,37,1,1,,B,F,P,80370001,c179,CASA CONSISTORIAL ; PL ONZE DE SETEMBRE S/N,CASA CONSISTORIAL,PL ONZE DE SETEMBRE S/N,6025#0803701001B#CASA CONSISTORIAL ; PL ONZE DE SETEMBRE S/N,
6026,0803701001C,8,c179,CALLDETENES,OSONA,OSONA1G35,37,1,1,,C,Q,Z,80370001,c179,CASA CONSISTORIAL ; PL ONZE DE SETEMBRE S/N,CASA CONSISTORIAL,PL ONZE DE SETEMBRE S/N,6026#0803701001C#CASA CONSISTORIAL ; PL ONZE DE SETEMBRE S/N,
6027,0806701001A,8,c1249,CENTELLES,OSONA,OSONA1G35,67,1,1,,A,A,L,80670003,c1249,ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,ESCOLES PUBLIQUES ILDEFONS CERDA,AV ESCOLES 22,6027#0806701001A#ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,
6028,0806701001B,8,c1249,CENTELLES,OSONA,OSONA1G35,67,1,1,,B,M,Z,80670003,c1249,ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,ESCOLES PUBLIQUES ILDEFONS CERDA,AV ESCOLES 22,6028#0806701001B#ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,
6029,0806701002A,8,c1249,CENTELLES,OSONA,OSONA1G35,67,1,2,,A,A,L,80670003,c1249,ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,ESCOLES PUBLIQUES ILDEFONS CERDA,AV ESCOLES 22,6029#0806701002A#ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,
6030,0806701002B,8,c1249,CENTELLES,OSONA,OSONA1G35,67,1,2,,B,M,Z,80670003,c1249,ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,ESCOLES PUBLIQUES ILDEFONS CERDA,AV ESCOLES 22,6030#0806701002B#ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,
6031,0806701003A,8,c1249,CENTELLES,OSONA,OSONA1G35,67,1,3,,A,A,L,80670003,c1249,ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,ESCOLES PUBLIQUES ILDEFONS CERDA,AV ESCOLES 22,6031#0806701003A#ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,
6032,0806701003B,8,c1249,CENTELLES,OSONA,OSONA1G35,67,1,3,,B,M,Z,80670003,c1249,ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,ESCOLES PUBLIQUES ILDEFONS CERDA,AV ESCOLES 22,6032#0806701003B#ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,
6033,0806701004A,8,c1249,CENTELLES,OSONA,OSONA1G35,67,1,4,,A,A,G,80670003,c1249,ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,ESCOLES PUBLIQUES ILDEFONS CERDA,AV ESCOLES 22,6033#0806701004A#ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,
6034,0806701004B,8,c1249,CENTELLES,OSONA,OSONA1G35,67,1,4,,B,H,Q,80670003,c1249,ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,ESCOLES PUBLIQUES ILDEFONS CERDA,AV ESCOLES 22,6034#0806701004B#ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,
6035,0806701004C,8,c1249,CENTELLES,OSONA,OSONA1G35,67,1,4,,C,R,Z,80670003,c1249,ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,ESCOLES PUBLIQUES ILDEFONS CERDA,AV ESCOLES 22,6035#0806701004C#ESCOLES PUBLIQUES ILDEFONS CERDA ; AV ESCOLES 22,
6036,1706301001U,17,c1720,ESPINELVES,OSONA,OSONA1G35,63,1,1,,U,A,Z,,c1720,SALA D'EXPOSICIONS MUNICIPAL ; PLAÇA ESGLÉSIA (DE L') 1,SALA D'EXPOSICIONS MUNICIPAL,PLAÇA ESGLÉSIA (DE L') 1,6036#1706301001U#SALA D'EXPOSICIONS MUNICIPAL ; PLAÇA ESGLÉSIA (DE L') 1,
6037,0825401001A,8,c1580,ESQUIROL (L'),OSONA,OSONA1G35,254,1,1,1,A,A,K,82540001,c1580,SALA DE PLENS DE L'AJUNTAMENT ; C NOU 1,SALA DE PLENS DE L'AJUNTAMENT,C NOU 1,6037#0825401001A#SALA DE PLENS DE L'AJUNTAMENT ; C NOU 1,
6038,0825401001B,8,c1580,ESQUIROL (L'),OSONA,OSONA1G35,254,1,1,1,B,L,Z,82540001,c1580,SALA DE PLENS DE L'AJUNTAMENT ; C NOU 1,SALA DE PLENS DE L'AJUNTAMENT,C NOU 1,6038#0825401001B#SALA DE PLENS DE L'AJUNTAMENT ; C NOU 1,
6039,0825401001C,8,c1606,ESQUIROL (L'),OSONA,OSONA1G35,254,1,1,2,C,A,Z,82540004,c1606,EDIFICI SESCORTS SALA POLIVALENT ; CTRA OLOT (S. M. SESCORTS) 2 - SANT MARTÍ SESCORTS,EDIFICI SESCORTS SALA POLIVALENT,CTRA OLOT (S. M. SESCORTS) 2 - SANT MARTÍ SESCORTS,6039#0825401001C#EDIFICI SESCORTS SALA POLIVALENT ; CTRA OLOT (S. M. SESCORTS) 2 - SANT MARTÍ SESCORTS,
6040,0825401001D,8,c1452,ESQUIROL (L'),OSONA,OSONA1G35,254,1,1,3,D,A,Z,82540003,c1452,LOCAL ESPLAI ; C MAJOR (CANTONIGROS) 47 - CANTONIGROS,LOCAL ESPLAI,C MAJOR (CANTONIGROS) 47 - CANTONIGROS,6040#0825401001D#LOCAL ESPLAI ; C MAJOR (CANTONIGROS) 47 - CANTONIGROS,
6041,0808301001A,8,c1579,FOLGUEROLES,OSONA,OSONA1G35,83,1,1,,A,A,L,80830002,c1579,SALA DE PLENS CASA CONSISTORIAL ; PL MOSSÈN CINTO VERDAGUER 2,SALA DE PLENS CASA CONSISTORIAL,PL MOSSÈN CINTO VERDAGUER 2,6041#0808301001A#SALA DE PLENS CASA CONSISTORIAL ; PL MOSSÈN CINTO VERDAGUER 2,
6042,0808301001B,8,c1579,FOLGUEROLES,OSONA,OSONA1G35,83,1,1,,B,M,Z,80830002,c1579,SALA DE PLENS CASA CONSISTORIAL ; PL MOSSÈN CINTO VERDAGUER 2,SALA DE PLENS CASA CONSISTORIAL,PL MOSSÈN CINTO VERDAGUER 2,6042#0808301001B#SALA DE PLENS CASA CONSISTORIAL ; PL MOSSÈN CINTO VERDAGUER 2,
6043,0810001001A,8,c1424,GURB,OSONA,OSONA1G35,100,1,1,,A,A,F,81000001,c1424,LES ESCOLES ; C VALLÈS S/N,LES ESCOLES,C VALLÈS S/N,6043#0810001001A#LES ESCOLES ; C VALLÈS S/N,
6044,0810001001B,8,c1424,GURB,OSONA,OSONA1G35,100,1,1,,B,G,Q,81000001,c1424,LES ESCOLES ; C VALLÈS S/N,LES ESCOLES,C VALLÈS S/N,6044#0810001001B#LES ESCOLES ; C VALLÈS S/N,
6045,0810001001C,8,c1424,GURB,OSONA,OSONA1G35,100,1,1,,C,R,Z,81000001,c1424,LES ESCOLES ; C VALLÈS S/N,LES ESCOLES,C VALLÈS S/N,6045#0810001001C#LES ESCOLES ; C VALLÈS S/N,
6046,0810901001U,8,c1491,LLUÇÀ,OSONA,OSONA1G35,109,1,1,,U,A,Z,81090001,c1491,LOCAL SOCIAL STA EULALIA DE PUIG-ORIOL ; C ROURETS (ELS) 3  - SANTA EULALIA DE PUIG-ORIOL,LOCAL SOCIAL STA EULALIA DE PUIG-ORIOL,C ROURETS (ELS) 3  - SANTA EULALIA DE PUIG-ORIOL,6046#0810901001U#LOCAL SOCIAL STA EULALIA DE PUIG-ORIOL ; C ROURETS (ELS) 3  - SANTA EULALIA DE PUIG-ORIOL,
6047,0811101001U,8,c1156,MALLA,OSONA,OSONA1G35,111,1,1,,U,A,Z,81110001,c1156,ESCOLA PUBLICA DE MALLA ; PL AJUNTAMENT (DE L') S/N,ESCOLA PUBLICA DE MALLA,PL AJUNTAMENT (DE L') S/N,6047#0811101001U#ESCOLA PUBLICA DE MALLA ; PL AJUNTAMENT (DE L') S/N,
6048,0811201001A,8,c694,MANLLEU,OSONA,OSONA1G35,112,1,1,,A,A,K,81120001,c694,COL.LEGI DEL CARME ; C BISBE MORGADES 3,COL.LEGI DEL CARME,C BISBE MORGADES 3,6048#0811201001A#COL.LEGI DEL CARME ; C BISBE MORGADES 3,
6049,0811201001B,8,c694,MANLLEU,OSONA,OSONA1G35,112,1,1,,B,L,Z,81120001,c694,COL.LEGI DEL CARME ; C BISBE MORGADES 3,COL.LEGI DEL CARME,C BISBE MORGADES 3,6049#0811201001B#COL.LEGI DEL CARME ; C BISBE MORGADES 3,
6050,0811201002U,8,c694,MANLLEU,OSONA,OSONA1G35,112,1,2,,U,A,Z,81120001,c694,COL.LEGI DEL CARME ; C BISBE MORGADES 3,COL.LEGI DEL CARME,C BISBE MORGADES 3,6050#0811201002U#COL.LEGI DEL CARME ; C BISBE MORGADES 3,
6051,0811202001A,8,c688,MANLLEU,OSONA,OSONA1G35,112,2,1,,A,A,K,81120006,c688,COL.LEGI CASALS-GRACIA ; C VOLTREGÀ S/N,COL.LEGI CASALS-GRACIA,C VOLTREGÀ S/N,6051#0811202001A#COL.LEGI CASALS-GRACIA ; C VOLTREGÀ S/N,
6052,0811202001B,8,c688,MANLLEU,OSONA,OSONA1G35,112,2,1,,B,L,Z,81120006,c688,COL.LEGI CASALS-GRACIA ; C VOLTREGÀ S/N,COL.LEGI CASALS-GRACIA,C VOLTREGÀ S/N,6052#0811202001B#COL.LEGI CASALS-GRACIA ; C VOLTREGÀ S/N,
6053,0811202002A,8,c689,MANLLEU,OSONA,OSONA1G35,112,2,2,,A,A,K,81120002,c689,COL.LEGI CASALS-GRACIA ; C ROCA 2,COL.LEGI CASALS-GRACIA,C ROCA 2,6053#0811202002A#COL.LEGI CASALS-GRACIA ; C ROCA 2,
6054,0811202002B,8,c689,MANLLEU,OSONA,OSONA1G35,112,2,2,,B,L,Z,81120002,c689,COL.LEGI CASALS-GRACIA ; C ROCA 2,COL.LEGI CASALS-GRACIA,C ROCA 2,6054#0811202002B#COL.LEGI CASALS-GRACIA ; C ROCA 2,
6055,0811202003A,8,c172,MANLLEU,OSONA,OSONA1G35,112,2,3,,A,A,K,81120003,c172,CAN PUGET ; PL DALT VILA 3,CAN PUGET,PL DALT VILA 3,6055#0811202003A#CAN PUGET ; PL DALT VILA 3,
6056,0811202003B,8,c172,MANLLEU,OSONA,OSONA1G35,112,2,3,,B,L,Z,81120003,c172,CAN PUGET ; PL DALT VILA 3,CAN PUGET,PL DALT VILA 3,6056#0811202003B#CAN PUGET ; PL DALT VILA 3,
6057,0811202004A,8,c689,MANLLEU,OSONA,OSONA1G35,112,2,4,,A,A,K,81120002,c689,COL.LEGI CASALS-GRACIA ; C ROCA 2,COL.LEGI CASALS-GRACIA,C ROCA 2,6057#0811202004A#COL.LEGI CASALS-GRACIA ; C ROCA 2,
6058,0811202004B,8,c689,MANLLEU,OSONA,OSONA1G35,112,2,4,,B,L,Z,81120002,c689,COL.LEGI CASALS-GRACIA ; C ROCA 2,COL.LEGI CASALS-GRACIA,C ROCA 2,6058#0811202004B#COL.LEGI CASALS-GRACIA ; C ROCA 2,
6059,0811203001A,8,c738,MANLLEU,OSONA,OSONA1G35,112,3,1,,A,A,K,81120004,c738,COL.LEGI PUIG-AGUT ; C PINTOR GUARDIA 8,COL.LEGI PUIG-AGUT,C PINTOR GUARDIA 8,6059#0811203001A#COL.LEGI PUIG-AGUT ; C PINTOR GUARDIA 8,
6060,0811203001B,8,c738,MANLLEU,OSONA,OSONA1G35,112,3,1,,B,L,Z,81120004,c738,COL.LEGI PUIG-AGUT ; C PINTOR GUARDIA 8,COL.LEGI PUIG-AGUT,C PINTOR GUARDIA 8,6060#0811203001B#COL.LEGI PUIG-AGUT ; C PINTOR GUARDIA 8,
6061,0811203002A,8,c738,MANLLEU,OSONA,OSONA1G35,112,3,2,,A,A,K,81120004,c738,COL.LEGI PUIG-AGUT ; C PINTOR GUARDIA 8,COL.LEGI PUIG-AGUT,C PINTOR GUARDIA 8,6061#0811203002A#COL.LEGI PUIG-AGUT ; C PINTOR GUARDIA 8,
6062,0811203002B,8,c738,MANLLEU,OSONA,OSONA1G35,112,3,2,,B,L,Z,81120004,c738,COL.LEGI PUIG-AGUT ; C PINTOR GUARDIA 8,COL.LEGI PUIG-AGUT,C PINTOR GUARDIA 8,6062#0811203002B#COL.LEGI PUIG-AGUT ; C PINTOR GUARDIA 8,
6063,0811203003A,8,c738,MANLLEU,OSONA,OSONA1G35,112,3,3,,A,A,K,81120004,c738,COL.LEGI PUIG-AGUT ; C PINTOR GUARDIA 8,COL.LEGI PUIG-AGUT,C PINTOR GUARDIA 8,6063#0811203003A#COL.LEGI PUIG-AGUT ; C PINTOR GUARDIA 8,
6064,0811203003B,8,c738,MANLLEU,OSONA,OSONA1G35,112,3,3,,B,L,Z,81120004,c738,COL.LEGI PUIG-AGUT ; C PINTOR GUARDIA 8,COL.LEGI PUIG-AGUT,C PINTOR GUARDIA 8,6064#0811203003B#COL.LEGI PUIG-AGUT ; C PINTOR GUARDIA 8,
6065,0811203004A,8,c739,MANLLEU,OSONA,OSONA1G35,112,3,4,,A,A,K,81120005,c739,COL.LEGI PUIG-AGUT ; C BELLFORT 12,COL.LEGI PUIG-AGUT,C BELLFORT 12,6065#0811203004A#COL.LEGI PUIG-AGUT ; C BELLFORT 12,
6066,0811203004B,8,c739,MANLLEU,OSONA,OSONA1G35,112,3,4,,B,L,Z,81120005,c739,COL.LEGI PUIG-AGUT ; C BELLFORT 12,COL.LEGI PUIG-AGUT,C BELLFORT 12,6066#0811203004B#COL.LEGI PUIG-AGUT ; C BELLFORT 12,
6067,0811204001U,8,c722,MANLLEU,OSONA,OSONA1G35,112,4,1,,U,A,Z,81120007,c722,COL.LEGI POMPEU FABRA ; C POMPEU FABRA 38,COL.LEGI POMPEU FABRA,C POMPEU FABRA 38,6067#0811204001U#COL.LEGI POMPEU FABRA ; C POMPEU FABRA 38,
6068,0811204002A,8,c722,MANLLEU,OSONA,OSONA1G35,112,4,2,,A,A,K,81120007,c722,COL.LEGI POMPEU FABRA ; C POMPEU FABRA 38,COL.LEGI POMPEU FABRA,C POMPEU FABRA 38,6068#0811204002A#COL.LEGI POMPEU FABRA ; C POMPEU FABRA 38,
6069,0811204002B,8,c722,MANLLEU,OSONA,OSONA1G35,112,4,2,,B,L,Z,81120007,c722,COL.LEGI POMPEU FABRA ; C POMPEU FABRA 38,COL.LEGI POMPEU FABRA,C POMPEU FABRA 38,6069#0811204002B#COL.LEGI POMPEU FABRA ; C POMPEU FABRA 38,
6070,0811601001U,8,c183,MASIES DE RODA (LES),OSONA,OSONA1G35,116,1,1,,U,A,Z,81160001,c183,CASA CONSISTORIAL ; CTRA MANLLEU S/N,CASA CONSISTORIAL,CTRA MANLLEU S/N,6070#0811601001U#CASA CONSISTORIAL ; CTRA MANLLEU S/N,
6071,0811701001A,8,c1454,MASIES DE VOLTREGÀ (LES),OSONA,OSONA1G35,117,1,1,1,A,A,Z,81170001,c1454,LOCAL JUVENTUD LA GLEVA ; CTRA SANT BOI S/N - GLEVA (LA),LOCAL JUVENTUD LA GLEVA,CTRA SANT BOI S/N - GLEVA (LA),6071#0811701001A#LOCAL JUVENTUD LA GLEVA ; CTRA SANT BOI S/N - GLEVA (LA),
6072,0811701001B,8,c1465,MASIES DE VOLTREGÀ (LES),OSONA,OSONA1G35,117,1,1,2,B,A,K,81170002,c1465,LOCAL PUBLICO ; AV DESPUJOL 5 - DESPUJOL,LOCAL PUBLICO,AV DESPUJOL 5 - DESPUJOL,6072#0811701001B#LOCAL PUBLICO ; AV DESPUJOL 5 - DESPUJOL,
6073,0811701001C,8,c1465,MASIES DE VOLTREGÀ (LES),OSONA,OSONA1G35,117,1,1,2,C,L,Z,81170002,c1465,LOCAL PUBLICO ; AV DESPUJOL 5 - DESPUJOL,LOCAL PUBLICO,AV DESPUJOL 5 - DESPUJOL,6073#0811701001C#LOCAL PUBLICO ; AV DESPUJOL 5 - DESPUJOL,
6074,0811702001U,8,c102,MASIES DE VOLTREGÀ (LES),OSONA,OSONA1G35,117,2,1,,U,A,Z,81170004,c102,BIBLIOACCES ; PG SANT JOSEP 8 - VINYOLES,BIBLIOACCES,PG SANT JOSEP 8 - VINYOLES,6074#0811702001U#BIBLIOACCES ; PG SANT JOSEP 8 - VINYOLES,
6075,0813101001U,8,c818,MONTESQUIU,OSONA,OSONA1G35,131,1,1,,U,A,Z,81310001,c818,EDIFICIO AYUNTAMIENTO BAJOS ; PL EMILI JUNCADELLA 1,EDIFICIO AYUNTAMIENTO BAJOS,PL EMILI JUNCADELLA 1,6075#0813101001U#EDIFICIO AYUNTAMIENTO BAJOS ; PL EMILI JUNCADELLA 1,
6076,0812901001U,8,c1463,MUNTANYOLA,OSONA,OSONA1G35,129,1,1,,U,A,Z,81290002,c1463,LOCAL POLIVALENT ; C SERRARICA S/N - FONTANELLES,LOCAL POLIVALENT,C SERRARICA S/N - FONTANELLES,6076#0812901001U#LOCAL POLIVALENT ; C SERRARICA S/N - FONTANELLES,
6077,0814901001A,8,c561,OLOST,OSONA,OSONA1G35,149,1,1,,A,A,K,81490001,c561,CENTRE CIVIC D'OLOST ; C ESCOLES 2,CENTRE CIVIC D'OLOST,C ESCOLES 2,6077#0814901001A#CENTRE CIVIC D'OLOST ; C ESCOLES 2,
6078,0814901001B,8,c561,OLOST,OSONA,OSONA1G35,149,1,1,,B,L,Z,81490001,c561,CENTRE CIVIC D'OLOST ; C ESCOLES 2,CENTRE CIVIC D'OLOST,C ESCOLES 2,6078#0814901001B#CENTRE CIVIC D'OLOST ; C ESCOLES 2,
6079,0815001001U,8,c1555,ORÍS,OSONA,OSONA1G35,150,1,1,,U,A,Z,81500002,c1555,PLANTA BAIXA DE L'AJUNTAMENT ; AV CASTELL 1  CAN BRANQUES,PLANTA BAIXA DE L'AJUNTAMENT,AV CASTELL 1  CAN BRANQUES,6079#0815001001U#PLANTA BAIXA DE L'AJUNTAMENT ; AV CASTELL 1  CAN BRANQUES,
6080,0815101001U,8,c562,ORISTÀ,OSONA,OSONA1G35,151,1,1,,U,A,Z,81510001,c562,CENTRE CIVIC D'ORISTA ; PL CATALUNYA 4,CENTRE CIVIC D'ORISTA,PL CATALUNYA 4,6080#0815101001U#CENTRE CIVIC D'ORISTA ; PL CATALUNYA 4,
6081,0816001001U,8,c1587,PERAFITA,OSONA,OSONA1G35,160,1,1,,U,A,Z,81600001,c1587,SALA EXPOSICIONS EL NIU ; C MAJOR 4,SALA EXPOSICIONS EL NIU,C MAJOR 4,6081#0816001001U#SALA EXPOSICIONS EL NIU ; C MAJOR 4,
6082,0817101001A,8,c31,PRATS DE LLUÇANÈS,OSONA,OSONA1G35,171,1,1,,A,A,K,81710003,c31,AJUNTAMENT VELL (BAIXOS) ; PL CAN CLAUS (DE) 1 A,AJUNTAMENT VELL (BAIXOS),PL CAN CLAUS (DE) 1 A,6082#0817101001A#AJUNTAMENT VELL (BAIXOS) ; PL CAN CLAUS (DE) 1 A,
6083,0817101001B,8,c31,PRATS DE LLUÇANÈS,OSONA,OSONA1G35,171,1,1,,B,L,Z,81710003,c31,AJUNTAMENT VELL (BAIXOS) ; PL CAN CLAUS (DE) 1 A,AJUNTAMENT VELL (BAIXOS),PL CAN CLAUS (DE) 1 A,6083#0817101001B#AJUNTAMENT VELL (BAIXOS) ; PL CAN CLAUS (DE) 1 A,
6084,0817101002A,8,c32,PRATS DE LLUÇANÈS,OSONA,OSONA1G35,171,1,2,,A,A,K,81710001,c32,AJUNTAMENT VELL (BAIXOS) ; PL CAN CLAUS (DE) 1 B,AJUNTAMENT VELL (BAIXOS),PL CAN CLAUS (DE) 1 B,6084#0817101002A#AJUNTAMENT VELL (BAIXOS) ; PL CAN CLAUS (DE) 1 B,
6085,0817101002B,8,c32,PRATS DE LLUÇANÈS,OSONA,OSONA1G35,171,1,2,,B,L,Z,81710001,c32,AJUNTAMENT VELL (BAIXOS) ; PL CAN CLAUS (DE) 1 B,AJUNTAMENT VELL (BAIXOS),PL CAN CLAUS (DE) 1 B,6085#0817101002B#AJUNTAMENT VELL (BAIXOS) ; PL CAN CLAUS (DE) 1 B,
6086,0818301001A,8,c1618,RODA DE TER,OSONA,OSONA1G35,183,1,1,,A,A,K,81830005,c1618,VESTÍBUL TEATRE ELISEU ; C BAC DE RODA 1 B,VESTÍBUL TEATRE ELISEU,C BAC DE RODA 1 B,6086#0818301001A#VESTÍBUL TEATRE ELISEU ; C BAC DE RODA 1 B,
6087,0818301001B,8,c1618,RODA DE TER,OSONA,OSONA1G35,183,1,1,,B,L,Z,81830005,c1618,VESTÍBUL TEATRE ELISEU ; C BAC DE RODA 1 B,VESTÍBUL TEATRE ELISEU,C BAC DE RODA 1 B,6087#0818301001B#VESTÍBUL TEATRE ELISEU ; C BAC DE RODA 1 B,
6088,0818301002A,8,c947,RODA DE TER,OSONA,OSONA1G35,183,1,2,,A,A,K,81830002,c947,ESCOLA EMILI TEIXIDOR ; AV TECLA SALA 31,ESCOLA EMILI TEIXIDOR,AV TECLA SALA 31,6088#0818301002A#ESCOLA EMILI TEIXIDOR ; AV TECLA SALA 31,
6089,0818301002B,8,c947,RODA DE TER,OSONA,OSONA1G35,183,1,2,,B,L,Z,81830002,c947,ESCOLA EMILI TEIXIDOR ; AV TECLA SALA 31,ESCOLA EMILI TEIXIDOR,AV TECLA SALA 31,6089#0818301002B#ESCOLA EMILI TEIXIDOR ; AV TECLA SALA 31,
